group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,26,0,21,1438,2.195069817826152,3,3.4876600839197636,19,2025,Girona,4,0,0,2.195069817826152,9.339094158262014,6.239188514649868,7338,Bryan Gil Salvatierra
season,FWR,25,3,32,1769,2.3540807403624058,3,2.9273234866559505,22,2024,Girona,4,0,3,2.3540807403624058,7.851792827248573,4.512992458418012,7338,Bryan Gil Salvatierra
season,Sub,11,0,4,182,0.7904373183846474,0,0.19244391098618507,4,2023,Tottenham,0,0,0,0.7904373183846474,2.1181607861071825,1.3597642369568348,7338,Bryan Gil Salvatierra
season,Sub,17,2,17,924,3.708265768364072,2,0.8172996062785387,8,2022,Sevilla,4,0,2,3.708265768364072,6.243981336243451,1.864203150384128,7338,Bryan Gil Salvatierra
season,Sub,4,0,2,148,0.07246559858322144,1,0.2734795957803726,2,2022,Tottenham,1,0,0,0.07246559858322144,0.9004369974136353,0.5544919967651367,7338,Bryan Gil Salvatierra
season,FW,13,0,11,763,1.5470373090356588,1,1.3566898964345455,10,2021,Valencia,3,0,0,1.5470373090356588,3.580253018066287,1.0962962955236435,7338,Bryan Gil Salvatierra
season,Sub,9,0,1,76,0.10067100077867508,0,0.10442430153489113,2,2021,Tottenham,0,0,0,0.10067100077867508,0.9023013021796942,0.7428102996200323,7338,Bryan Gil Salvatierra
season,Sub,28,4,39,2282,3.616386892274022,3,4.628236858174205,51,2020,Eibar,6,0,4,3.616386892274022,10.447402659803629,4.990732832811773,7338,Bryan Gil Salvatierra
season,Sub,1,0,0,11,0,0,0,0,2020,Sevilla,0,0,0,0,0.40196898579597473,0.40196898579597473,7338,Bryan Gil Salvatierra
season,Sub,12,1,14,546,1.0484052132815123,0,0.6574441939592361,12,2019,Leganes,2,0,1,1.0484052132815123,2.6178999915719032,1.1923058927059174,7338,Bryan Gil Salvatierra
season,Sub,2,0,0,56,0,0,0,0,2019,Sevilla,2,0,0,0,0,0,7338,Bryan Gil Salvatierra
season,Sub,11,1,4,148,0.8992123771458864,1,0.45652309618890285,2,2018,Sevilla,0,0,1,0.8992123771458864,2.0841669887304306,1.2051620185375214,7338,Bryan Gil Salvatierra
