team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Verona,94,2021,Serie_A,h,2.25155,1.86679,1.49026,1.86679,"{'att': 358, 'def': 27}","{'att': 160, 'def': 10}",10,4,2,3,1.6755,l,2021-08-21 16:30:00,0,0,1,0,-0.37653000000000003
Verona,94,2021,Serie_A,h,0.603998,1.8369,0.603998,1.8369,"{'att': 263, 'def': 24}","{'att': 175, 'def': 26}",5,3,1,3,0.46010000000000006,l,2021-08-27 18:45:00,0,0,1,0,-1.232902
Verona,94,2021,Serie_A,a,0.315142,1.25512,0.315142,1.25512,"{'att': 139, 'def': 32}","{'att': 245, 'def': 30}",5,6,0,1,0.5026,l,2021-09-13 18:45:00,0,0,1,0,-0.939978
Verona,94,2021,Serie_A,h,1.02132,0.661729,1.02132,0.661729,"{'att': 192, 'def': 22}","{'att': 244, 'def': 25}",5,6,3,2,1.7307000000000001,w,2021-09-19 16:00:00,1,0,0,3,0.359591
Verona,94,2021,Serie_A,a,2.06188,2.68942,2.06188,2.68942,"{'att': 157, 'def': 26}","{'att': 170, 'def': 18}",7,5,2,2,0.9103,d,2021-09-22 16:30:00,0,1,0,1,-0.6275400000000002
Verona,94,2021,Serie_A,a,2.07264,1.43713,1.31134,0.675836,"{'att': 220, 'def': 21}","{'att': 234, 'def': 23}",8,3,3,3,1.8598,d,2021-09-25 18:45:00,0,1,0,1,0.635504
Verona,94,2021,Serie_A,h,0.690616,1.57689,0.690616,1.57689,"{'att': 263, 'def': 23}","{'att': 207, 'def': 32}",4,6,4,0,0.5895999999999999,w,2021-10-03 13:00:00,1,0,0,3,-0.8862739999999999
Verona,94,2021,Serie_A,a,1.58319,1.51852,0.821892,0.757226,"{'att': 212, 'def': 29}","{'att': 144, 'def': 23}",10,6,2,3,1.4014,l,2021-10-16 18:45:00,0,0,1,0,0.064666
Verona,94,2021,Serie_A,h,3.536,1.42458,3.536,1.42458,"{'att': 310, 'def': 25}","{'att': 294, 'def': 28}",12,1,4,1,2.5696,w,2021-10-24 13:00:00,1,0,0,3,2.11142
Verona,94,2021,Serie_A,a,0.843224,0.940667,0.081925,0.940667,"{'att': 115, 'def': 15}","{'att': 373, 'def': 23}",5,4,1,1,1.333,d,2021-10-27 16:30:00,0,1,0,1,-0.858742
Verona,94,2021,Serie_A,h,1.57716,1.78968,1.57716,1.78968,"{'att': 301, 'def': 27}","{'att': 228, 'def': 19}",9,8,2,1,1.1982,w,2021-10-30 16:00:00,1,0,0,3,-0.21252000000000004
Verona,94,2021,Serie_A,a,1.22561,0.800943,1.22561,0.800943,"{'att': 271, 'def': 27}","{'att': 185, 'def': 28}",11,10,1,1,1.7674,d,2021-11-07 17:00:00,0,1,0,1,0.4246670000000001
Verona,94,2021,Serie_A,h,1.30231,1.56263,1.30231,1.56263,"{'att': 180, 'def': 16}","{'att': 196, 'def': 19}",10,5,2,1,1.0866,w,2021-11-22 17:30:00,1,0,0,3,-0.2603199999999999
Verona,94,2021,Serie_A,a,0.697659,0.75047,0.697659,0.75047,"{'att': 130, 'def': 19}","{'att': 273, 'def': 26}",6,8,1,3,1.2655,l,2021-11-27 14:00:00,0,0,1,0,-0.05281099999999994
Verona,94,2021,Serie_A,h,1.16014,0.575054,1.16014,0.575054,"{'att': 102, 'def': 18}","{'att': 303, 'def': 26}",7,2,0,0,1.8665,d,2021-11-30 19:45:00,0,1,0,1,0.585086
Verona,94,2021,Serie_A,a,2.08845,1.48718,1.32715,1.48718,"{'att': 173, 'def': 30}","{'att': 233, 'def': 14}",13,5,4,3,1.8237,w,2021-12-05 14:00:00,1,0,0,3,-0.1600299999999999
Verona,94,2021,Serie_A,h,0.996933,1.01933,0.996933,1.01933,"{'att': 156, 'def': 21}","{'att': 154, 'def': 28}",10,8,1,2,1.3199999999999998,l,2021-12-12 14:00:00,0,0,1,0,-0.02239700000000011
Verona,94,2021,Serie_A,a,0.261412,0.860761,0.261412,0.860761,"{'att': 244, 'def': 20}","{'att': 126, 'def': 22}",3,1,0,1,0.6446000000000001,l,2021-12-19 17:00:00,0,0,1,0,-0.599349
Verona,94,2021,Serie_A,h,0.948779,1.28925,0.948779,1.28925,"{'att': 322, 'def': 28}","{'att': 152, 'def': 20}",5,11,1,1,1.0836000000000001,d,2021-12-22 17:30:00,0,1,0,1,-0.34047099999999997
Verona,94,2021,Serie_A,a,2.16034,1.32415,2.16034,1.32415,"{'att': 140, 'def': 12}","{'att': 242, 'def': 18}",6,0,2,1,1.9645,w,2022-01-06 13:30:00,1,0,0,3,0.8361900000000002
Verona,94,2021,Serie_A,h,1.38469,1.28422,1.38469,0.522926,"{'att': 77, 'def': 15}","{'att': 232, 'def': 16}",11,4,1,2,1.4037,l,2022-01-09 19:45:00,0,0,1,0,0.861764
Verona,94,2021,Serie_A,a,4.11644,0.85553,3.35514,0.85553,"{'att': 216, 'def': 27}","{'att': 135, 'def': 16}",18,7,4,2,2.8914,w,2022-01-16 11:30:00,1,0,0,3,2.49961
Verona,94,2021,Serie_A,h,2.05174,0.416668,2.05174,0.416668,"{'att': 158, 'def': 35}","{'att': 212, 'def': 25}",8,4,2,1,2.5624,w,2022-01-21 19:45:00,1,0,0,3,1.635072
Verona,94,2021,Serie_A,a,0.434667,1.38424,0.434667,1.38424,"{'att': 243, 'def': 24}","{'att': 237, 'def': 28}",9,8,0,2,0.5685,l,2022-02-06 19:45:00,0,0,1,0,-0.9495729999999999
Verona,94,2021,Serie_A,h,0.622109,1.01066,0.622109,1.01066,"{'att': 220, 'def': 19}","{'att': 170, 'def': 32}",6,14,4,0,1.0125,w,2022-02-13 14:00:00,1,0,0,3,-0.38855099999999987
Verona,94,2021,Serie_A,a,0.82269,0.31384,0.82269,0.31384,"{'att': 286, 'def': 26}","{'att': 184, 'def': 29}",7,6,2,2,1.9300000000000002,d,2022-02-19 17:00:00,0,1,0,1,0.50885
Verona,94,2021,Serie_A,h,3.53339,0.974017,3.53339,0.974017,"{'att': 156, 'def': 33}","{'att': 220, 'def': 33}",9,2,3,1,2.7618,w,2022-02-27 14:00:00,1,0,0,3,2.559373
Verona,94,2021,Serie_A,a,0.97388,1.53524,0.212581,1.53524,"{'att': 208, 'def': 22}","{'att': 185, 'def': 24}",4,3,1,1,0.8420000000000001,d,2022-03-06 14:00:00,0,1,0,1,-1.322659
Verona,94,2021,Serie_A,h,0.870895,2.06949,0.870895,2.06949,"{'att': 221, 'def': 28}","{'att': 215, 'def': 22}",4,3,1,2,0.48769999999999997,l,2022-03-13 14:00:00,0,0,1,0,-1.198595
Verona,94,2021,Serie_A,a,1.54465,0.934289,0.78335,0.934289,"{'att': 135, 'def': 18}","{'att': 196, 'def': 26}",11,4,1,1,1.8987,d,2022-03-20 14:00:00,0,1,0,1,-0.15093900000000005
Verona,94,2021,Serie_A,h,1.209,0.709184,1.209,0.709184,"{'att': 149, 'def': 27}","{'att': 168, 'def': 38}",6,7,1,0,1.8278,w,2022-04-04 16:30:00,1,0,0,3,0.49981600000000004
Verona,94,2021,Serie_A,a,0.916591,2.68092,0.916591,2.68092,"{'att': 207, 'def': 23}","{'att': 271, 'def': 32}",6,14,0,2,0.3357,l,2022-04-09 16:00:00,0,0,1,0,-1.764329
Verona,94,2021,Serie_A,a,3.74719,1.27003,3.74719,1.27003,"{'att': 264, 'def': 23}","{'att': 193, 'def': 26}",17,9,2,1,2.7007000000000003,w,2022-04-18 19:00:00,1,0,0,3,2.4771599999999996
Verona,94,2021,Serie_A,h,1.42671,0.913747,1.42671,0.0277914,"{'att': 185, 'def': 24}","{'att': 308, 'def': 29}",6,1,1,1,1.7876,d,2022-04-23 18:45:00,0,1,0,1,1.3989186
Verona,94,2021,Serie_A,a,1.5873,0.698699,1.5873,0.698699,"{'att': 219, 'def': 24}","{'att': 131, 'def': 23}",6,2,2,1,2.0902000000000003,w,2022-04-30 13:00:00,1,0,0,3,0.888601
Verona,94,2021,Serie_A,h,1.07974,3.12506,1.07974,3.12506,"{'att': 209, 'def': 21}","{'att': 187, 'def': 20}",4,7,1,3,0.15839999999999999,l,2022-05-08 18:45:00,0,0,1,0,-2.0453200000000002
Verona,94,2021,Serie_A,h,0.692798,1.74109,0.692798,1.74109,"{'att': 220, 'def': 19}","{'att': 183, 'def': 28}",10,2,0,1,0.568,l,2022-05-14 16:00:00,0,0,1,0,-1.048292
Verona,94,2021,Serie_A,a,1.97266,3.45526,1.97266,3.45526,"{'att': 240, 'def': 24}","{'att': 179, 'def': 21}",5,5,3,3,0.44170000000000004,d,2022-05-21 18:45:00,0,1,0,1,-1.4826
Roma,95,2021,Serie_A,h,2.75414,0.867167,2.75414,0.867167,"{'att': 336, 'def': 21}","{'att': 233, 'def': 19}",7,7,3,1,2.6173,w,2021-08-22 18:45:00,1,0,0,3,1.886973
Roma,95,2021,Serie_A,a,1.88679,0.221399,1.88679,0.221399,"{'att': 68, 'def': 17}","{'att': 390, 'def': 20}",14,0,4,0,2.5874,w,2021-08-29 18:45:00,1,0,0,3,1.665391
Roma,95,2021,Serie_A,h,2.32713,2.09991,2.32713,2.09991,"{'att': 327, 'def': 19}","{'att': 308, 'def': 14}",8,7,2,1,1.5419999999999998,w,2021-09-12 18:45:00,1,0,0,3,0.22721999999999998
Roma,95,2021,Serie_A,a,0.661729,1.02132,0.661729,1.02132,"{'att': 244, 'def': 25}","{'att': 192, 'def': 22}",6,5,2,3,0.9291,l,2021-09-19 16:00:00,0,0,1,0,-0.359591
Roma,95,2021,Serie_A,h,1.383,0.809534,1.383,0.809534,"{'att': 287, 'def': 35}","{'att': 296, 'def': 18}",9,4,1,0,1.8706,w,2021-09-23 18:45:00,1,0,0,3,0.573466
Roma,95,2021,Serie_A,a,1.84369,2.48417,1.08239,2.48417,"{'att': 296, 'def': 27}","{'att': 256, 'def': 18}",8,5,2,3,0.9372999999999999,l,2021-09-26 16:00:00,0,0,1,0,-1.4017800000000002
Roma,95,2021,Serie_A,h,1.8551,0.43764,1.8551,0.43764,"{'att': 204, 'def': 17}","{'att': 340, 'def': 26}",11,1,2,0,2.4785999999999997,w,2021-10-03 16:00:00,1,0,0,3,1.41746
