team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Verona,94,2021,Serie_A,,,,,,,,,,,,,
Roma,95,2021,Serie_A,,,,,,,,,,,,,
Lazio,96,2021,Serie_A,,,,,,,,,,,,,
Bologna,97,2021,Serie_A,,,,,,,,,,,,,
Juventus,98,2021,Serie_A,,,,,,,,,,,,,
Udinese,99,2021,Serie_A,,,,,,,,,,,,,
Genoa,101,2021,Serie_A,,,,,,,,,,,,,
Sampdoria,102,2021,Serie_A,,,,,,,,,,,,,
Sassuolo,104,2021,Serie_A,,,,,,,,,,,,,
Napoli,105,2021,Serie_A,,,,,,,,,,,,,
Inter,106,2021,Serie_A,,,,,,,,,,,,,
Atalanta,107,2021,Serie_A,,,,,,,,,,,,,
Empoli,108,2021,Serie_A,,,,,,,,,,,,,
Fiorentina,110,2021,Serie_A,,,,,,,,,,,,,
AC Milan,111,2021,Serie_A,,,,,,,,,,,,,
Torino,113,2021,Serie_A,,,,,,,,,,,,,
Cagliari,116,2021,Serie_A,,,,,,,,,,,,,
Spezia,260,2021,Serie_A,,,,,,,,,,,,,
Salernitana,264,2021,Serie_A,,,,,,,,,,,,,
Venezia,265,2021,Serie_A,,,,,,,,,,,,,
