team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Malaga,137,2015,La_liga,h,0.98272,0.856601,0.98272,0.856601,"{'att': 146, 'def': 31}","{'att': 179, 'def': 20}",6,3,0,0,1.4269,d,2015-08-21 22:30:00,0,1,0,1,0.1261190000000001
Malaga,137,2015,La_liga,a,0.223011,1.92171,0.223011,1.92171,"{'att': 274, 'def': 29}","{'att': 90, 'def': 18}",3,20,0,1,0.2264,l,2015-08-29 22:30:00,0,0,1,0,-1.698699
Malaga,137,2015,La_liga,h,1.03596,0.885807,1.03596,0.885807,"{'att': 148, 'def': 31}","{'att': 199, 'def': 31}",3,5,0,0,1.4416,d,2015-09-13 22:30:00,0,1,0,1,0.15015299999999998
Malaga,137,2015,La_liga,a,0.690557,1.18708,0.690557,1.18708,"{'att': 130, 'def': 24}","{'att': 242, 'def': 25}",5,4,0,1,0.8986,l,2015-09-18 22:30:00,0,0,1,0,-0.49652299999999994
Malaga,137,2015,La_liga,h,0.878256,0.933564,0.878256,0.933564,"{'att': 167, 'def': 39}","{'att': 234, 'def': 30}",10,5,0,1,1.2551999999999999,l,2015-09-24 00:00:00,0,0,1,0,-0.05530799999999991
Malaga,137,2015,La_liga,a,0.638418,3.18828,0.638418,3.18828,"{'att': 268, 'def': 11}","{'att': 148, 'def': 21}",4,18,0,0,0.1574,d,2015-09-26 20:15:00,0,1,0,1,-2.5498619999999996
Malaga,137,2015,La_liga,h,1.89707,1.04161,1.89707,1.04161,"{'att': 289, 'def': 30}","{'att': 150, 'def': 24}",2,3,3,1,2.0328,w,2015-10-04 00:05:00,1,0,0,3,0.8554600000000001
Malaga,137,2015,La_liga,a,1.53697,1.59507,0.793694,0.851924,"{'att': 224, 'def': 42}","{'att': 192, 'def': 22}",4,1,0,3,1.2493999999999998,l,2015-10-18 00:00:00,0,0,1,0,-0.058230000000000004
Malaga,137,2015,La_liga,h,1.06014,0.766533,1.06014,0.766533,"{'att': 242, 'def': 32}","{'att': 229, 'def': 28}",1,3,2,0,1.6169,w,2015-10-25 00:05:00,1,0,0,3,0.29360700000000006
Malaga,137,2015,La_liga,a,0.482096,1.51083,0.482096,1.51083,"{'att': 146, 'def': 25}","{'att': 282, 'def': 21}",4,6,0,1,0.47409999999999997,l,2015-11-01 21:15:00,0,0,1,0,-1.0287339999999998
Malaga,137,2015,La_liga,h,0.890995,0.876923,0.890995,0.876923,"{'att': 150, 'def': 40}","{'att': 191, 'def': 21}",10,2,0,1,1.3384,l,2015-11-08 01:05:00,0,0,1,0,0.014071999999999973
Malaga,137,2015,La_liga,a,0.753602,1.15492,0.753602,1.15492,"{'att': 151, 'def': 32}","{'att': 186, 'def': 25}",8,3,0,2,0.9618,l,2015-11-21 23:30:00,0,0,1,0,-0.40131799999999995
Malaga,137,2015,La_liga,h,1.40547,0.557943,1.40547,0.557943,"{'att': 199, 'def': 23}","{'att': 104, 'def': 27}",5,5,2,2,2.0915,d,2015-11-28 23:30:00,0,1,0,1,0.847527
Malaga,137,2015,La_liga,a,0.699162,0.305008,0.699162,0.305008,"{'att': 158, 'def': 35}","{'att': 217, 'def': 27}",3,1,0,0,1.7801,d,2015-12-06 23:30:00,0,1,0,1,0.39415399999999995
Malaga,137,2015,La_liga,a,1.43186,1.12081,1.43186,1.12081,"{'att': 176, 'def': 32}","{'att': 116, 'def': 18}",12,6,2,1,1.5991,w,2015-12-13 15:00:00,1,0,0,3,0.3110499999999998
Malaga,137,2015,La_liga,h,1.0242,0.378061,1.0242,0.378061,"{'att': 166, 'def': 31}","{'att': 247, 'def': 33}",7,1,1,0,1.9362000000000001,w,2015-12-20 23:30:00,1,0,0,3,0.646139
Malaga,137,2015,La_liga,a,1.04316,0.167376,1.04316,0.167376,"{'att': 144, 'def': 29}","{'att': 180, 'def': 29}",8,0,1,0,2.1908000000000003,w,2015-12-30 19:00:00,1,0,0,3,0.8757840000000001
Malaga,137,2015,La_liga,h,3.03854,1.0569,2.29526,1.0569,"{'att': 227, 'def': 33}","{'att': 171, 'def': 24}",7,3,2,0,2.6381,w,2016-01-03 01:05:00,1,0,0,3,1.23836
Malaga,137,2015,La_liga,a,2.18407,0.391723,2.18407,0.391723,"{'att': 331, 'def': 28}","{'att': 191, 'def': 30}",6,8,1,1,2.7196,d,2016-01-10 21:15:00,0,1,0,1,1.7923470000000001
Malaga,137,2015,La_liga,a,1.00078,1.39715,1.00078,1.39715,"{'att': 252, 'def': 41}","{'att': 152, 'def': 29}",2,3,1,2,1.0087000000000002,l,2016-01-16 19:00:00,0,0,1,0,-0.3963699999999999
Malaga,137,2015,La_liga,h,1.12099,2.55037,1.12099,2.55037,"{'att': 336, 'def': 35}","{'att': 123, 'def': 28}",5,5,1,2,0.3671,l,2016-01-23 19:00:00,0,0,1,0,-1.42938
Malaga,137,2015,La_liga,a,1.31996,0.856269,1.31996,0.856269,"{'att': 180, 'def': 22}","{'att': 126, 'def': 39}",6,3,2,1,1.7752,w,2016-01-30 21:15:00,1,0,0,3,0.4636910000000001
Malaga,137,2015,La_liga,h,2.07318,0.524602,2.07318,0.524602,"{'att': 281, 'def': 31}","{'att': 184, 'def': 28}",5,2,3,0,2.5372000000000003,w,2016-02-05 23:30:00,1,0,0,3,1.5485779999999998
Malaga,137,2015,La_liga,a,0.671008,0.760756,0.671008,0.760756,"{'att': 244, 'def': 29}","{'att': 228, 'def': 25}",2,7,0,1,1.2472999999999999,l,2016-02-13 21:15:00,0,0,1,0,-0.08974799999999994
Malaga,137,2015,La_liga,h,1.68623,1.76313,1.68623,1.01985,"{'att': 291, 'def': 31}","{'att': 139, 'def': 23}",6,8,1,1,1.3018999999999998,d,2016-02-21 19:00:00,0,1,0,1,0.66638
