group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,FW,29,11,62,2130,15.555522333830595,0,1.1937142759561539,8,2025,Crystal Palace,2,0,7,12.510846834629774,14.62716680020094,2.3279639054089785,5735,Jean-Philippe Mateta
season,FW,37,14,69,2690,15.83262430690229,2,3.85278513841331,29,2024,Crystal Palace,2,0,12,14.31028657220304,18.602611111477017,3.6145096691325307,5735,Jean-Philippe Mateta
season,Sub,35,16,46,2303,12.290523625910282,5,3.52706278860569,32,2023,Crystal Palace,3,0,14,10.768185935914516,15.486321330070496,2.852151058614254,5735,Jean-Philippe Mateta
season,Sub,29,2,28,717,3.3088645320385695,0,0.4064396023750305,5,2022,Crystal Palace,3,0,2,3.3088645320385695,4.657251037657261,1.3217991441488266,5735,Jean-Philippe Mateta
season,FW,22,5,37,1153,5.846974600106478,1,0.7184610925614834,7,2021,Crystal Palace,2,0,5,5.846974600106478,6.87257020175457,2.1351872496306896,5735,Jean-Philippe Mateta
season,FW,15,7,28,1008,8.414153879508376,1,1.3461813041940331,12,2020,Mainz 05,2,0,6,7.656383937224746,9.505507020279765,1.2976232189685106,5735,Jean-Philippe Mateta
season,FW,7,1,4,213,0.32543040439486504,0,0.016295300796628,1,2020,Crystal Palace,0,0,1,0.32543040439486504,0.39735590294003487,0.1360509991645813,5735,Jean-Philippe Mateta
season,Sub,18,3,35,1062,5.5668420270085335,1,1.2826550006866455,6,2019,Mainz 05,0,1,2,4.809065014123917,6.353745108470321,1.8619926422834396,5735,Jean-Philippe Mateta
season,FW,34,14,96,2505,13.438382159918547,2,2.8835383150726557,30,2018,Mainz 05,2,0,14,13.438382159918547,17.881383119150996,2.674825127236545,5735,Jean-Philippe Mateta
season,Sub,2,0,0,85,0,0,0,0,2016,Lyon,0,0,0,0,0,0,5735,Jean-Philippe Mateta
