team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Sevilla,138,2022,La_liga,,,,,,,,,,,,,
Real Sociedad,140,2022,La_liga,,,,,,,,,,,,,
Espanyol,141,2022,La_liga,,,,,,,,,,,,,
Getafe,142,2022,La_liga,,,,,,,,,,,,,
Atletico Madrid,143,2022,La_liga,,,,,,,,,,,,,
Rayo Vallecano,145,2022,La_liga,,,,,,,,,,,,,
Valencia,146,2022,La_liga,,,,,,,,,,,,,
Athletic Club,147,2022,La_liga,,,,,,,,,,,,,
Barcelona,148,2022,La_liga,,,,,,,,,,,,,
Real Madrid,150,2022,La_liga,,,,,,,,,,,,,
Celta Vigo,152,2022,La_liga,,,,,,,,,,,,,
Real Betis,153,2022,La_liga,,,,,,,,,,,,,
Villarreal,154,2022,La_liga,,,,,,,,,,,,,
Osasuna,157,2022,La_liga,,,,,,,,,,,,,
Elche,207,2022,La_liga,,,,,,,,,,,,,
Almeria,208,2022,La_liga,,,,,,,,,,,,,
Girona,223,2022,La_liga,,,,,,,,,,,,,
Real Valladolid,231,2022,La_liga,,,,,,,,,,,,,
Mallorca,239,2022,La_liga,,,,,,,,,,,,,
Cadiz,261,2022,La_liga,,,,,,,,,,,,,
