id,isResult,h,a,goals,xG,datetime,forecast,season,league
8259,True,"{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': '3', 'a': '1'}","{'h': '2.77906', 'a': '1.8866'}",2017-08-18 19:30:00,"{'w': '0.6026', 'd': '0.1997', 'l': '0.1977'}",2017,Bundesliga
8260,True,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'h': '1', 'a': '0'}","{'h': '0.97427', 'a': '0.806833'}",2017-08-19 14:30:00,"{'w': '0.3683', 'd': '0.3637', 'l': '0.268'}",2017,Bundesliga
8261,True,"{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'h': '2', 'a': '0'}","{'h': '0.436556', 'a': '0.879388'}",2017-08-19 14:30:00,"{'w': '0.1659', 'd': '0.37', 'l': '0.4641'}",2017,Bundesliga
8262,True,"{'id': '118', 'title': 'Hamburger SV', 'short_title': 'HAM'}","{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'h': '1', 'a': '0'}","{'h': '0.55238', 'a': '0.573987'}",2017-08-19 14:30:00,"{'w': '0.2777', 'd': '0.4207', 'l': '0.3016'}",2017,Bundesliga
8263,True,"{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'id': '128', 'title': 'Hannover 96', 'short_title': 'HAN'}","{'h': '0', 'a': '1'}","{'h': '0.526663', 'a': '0.610149'}",2017-08-19 14:30:00,"{'w': '0.2452', 'd': '0.4277', 'l': '0.3271'}",2017,Bundesliga
8264,True,"{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'h': '0', 'a': '3'}","{'h': '0.495065', 'a': '1.12424'}",2017-08-19 14:30:00,"{'w': '0.1403', 'd': '0.3199', 'l': '0.5398'}",2017,Bundesliga
8265,True,"{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '2', 'a': '0'}","{'h': '1.91233', 'a': '0.791215'}",2017-08-19 17:30:00,"{'w': '0.6997', 'd': '0.2091', 'l': '0.0912'}",2017,Bundesliga
8266,True,"{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'h': '0', 'a': '0'}","{'h': '0.231368', 'a': '1.54296'}",2017-08-20 14:30:00,"{'w': '0.0342', 'd': '0.1854', 'l': '0.7804'}",2017,Bundesliga
8267,True,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': '1', 'a': '0'}","{'h': '1.62503', 'a': '0.837903'}",2017-08-20 17:00:00,"{'w': '0.5762', 'd': '0.2469', 'l': '0.1769'}",2017,Bundesliga
8268,True,"{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'id': '118', 'title': 'Hamburger SV', 'short_title': 'HAM'}","{'h': '1', 'a': '3'}","{'h': '1.88741', 'a': '1.64554'}",2017-08-25 19:30:00,"{'w': '0.4144', 'd': '0.2784', 'l': '0.3072'}",2017,Bundesliga
8269,True,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'h': '0', 'a': '2'}","{'h': '0.229698', 'a': '1.39955'}",2017-08-26 14:30:00,"{'w': '0.0422', 'd': '0.2232', 'l': '0.7346'}",2017,Bundesliga
8270,True,"{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'h': '0', 'a': '1'}","{'h': '0.926888', 'a': '1.07528'}",2017-08-26 14:30:00,"{'w': '0.2766', 'd': '0.3257', 'l': '0.3977'}",2017,Bundesliga
8271,True,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '2', 'a': '2'}","{'h': '2.43586', 'a': '0.68001'}",2017-08-26 14:30:00,"{'w': '0.8274', 'd': '0.1306', 'l': '0.042'}",2017,Bundesliga
8272,True,"{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'h': '2', 'a': '2'}","{'h': '2.45658', 'a': '1.3232'}",2017-08-26 14:30:00,"{'w': '0.6372', 'd': '0.1968', 'l': '0.166'}",2017,Bundesliga
8273,True,"{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'h': '1', 'a': '0'}","{'h': '2.08775', 'a': '0.385982'}",2017-08-26 14:30:00,"{'w': '0.8369', 'd': '0.1308', 'l': '0.0323'}",2017,Bundesliga
8274,True,"{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'h': '2', 'a': '0'}","{'h': '2.06987', 'a': '0.406341'}",2017-08-26 17:30:00,"{'w': '0.813', 'd': '0.1445', 'l': '0.0425'}",2017,Bundesliga
8275,True,"{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'h': '4', 'a': '1'}","{'h': '2.85363', 'a': '0.456207'}",2017-08-27 14:30:00,"{'w': '0.8794', 'd': '0.0911', 'l': '0.0295'}",2017,Bundesliga
8276,True,"{'id': '128', 'title': 'Hannover 96', 'short_title': 'HAN'}","{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'h': '1', 'a': '0'}","{'h': '0.805466', 'a': '0.403031'}",2017-08-27 17:00:00,"{'w': '0.4488', 'd': '0.3934', 'l': '0.1578'}",2017,Bundesliga
8277,True,"{'id': '118', 'title': 'Hamburger SV', 'short_title': 'HAM'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '0', 'a': '2'}","{'h': '1.17417', 'a': '1.37657'}",2017-09-08 19:30:00,"{'w': '0.3055', 'd': '0.2975', 'l': '0.397'}",2017,Bundesliga
8278,True,"{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': '3', 'a': '1'}","{'h': '1.33781', 'a': '0.964768'}",2017-09-09 14:30:00,"{'w': '0.4795', 'd': '0.2835', 'l': '0.237'}",2017,Bundesliga
8279,True,"{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'id': '128', 'title': 'Hannover 96', 'short_title': 'HAN'}","{'h': '1', 'a': '1'}","{'h': '1.13451', 'a': '0.480156'}",2017-09-09 14:30:00,"{'w': '0.5436', 'd': '0.3154', 'l': '0.141'}",2017,Bundesliga
8280,True,"{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'h': '0', 'a': '0'}","{'h': '0.490076', 'a': '1.56801'}",2017-09-09 14:30:00,"{'w': '0.1008', 'd': '0.2521', 'l': '0.6471'}",2017,Bundesliga
8281,True,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'h': '0', 'a': '1'}","{'h': '0.632041', 'a': '0.614198'}",2017-09-09 14:30:00,"{'w': '0.3047', 'd': '0.4128', 'l': '0.2825'}",2017,Bundesliga
8282,True,"{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': '3', 'a': '0'}","{'h': '2.27655', 'a': '0.458374'}",2017-09-09 14:30:00,"{'w': '0.8621', 'd': '0.106', 'l': '0.0319'}",2017,Bundesliga
8283,True,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'h': '2', 'a': '0'}","{'h': '0.612108', 'a': '1.51192'}",2017-09-09 17:30:00,"{'w': '0.1341', 'd': '0.2647', 'l': '0.6012'}",2017,Bundesliga
8284,True,"{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'h': '1', 'a': '1'}","{'h': '0.250761', 'a': '0.569654'}",2017-09-10 14:30:00,"{'w': '0.1351', 'd': '0.4987', 'l': '0.3662'}",2017,Bundesliga
8285,True,"{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'h': '3', 'a': '1'}","{'h': '1.98675', 'a': '1.30096'}",2017-09-10 17:00:00,"{'w': '0.5502', 'd': '0.2459', 'l': '0.2039'}",2017,Bundesliga
8286,True,"{'id': '128', 'title': 'Hannover 96', 'short_title': 'HAN'}","{'id': '118', 'title': 'Hamburger SV', 'short_title': 'HAM'}","{'h': '2', 'a': '0'}","{'h': '2.2982', 'a': '0.453334'}",2017-09-15 19:30:00,"{'w': '0.8903', 'd': '0.0894', 'l': '0.0203'}",2017,Bundesliga
