team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Bayern Munich,117,2025,Bundesliga,,,,,,,,,,,,,
Hamburger SV,118,2025,Bundesliga,,,,,,,,,,,,,
Bayer Leverkusen,119,2025,Bundesliga,,,,,,,,,,,,,
Hoffenheim,120,2025,Bundesliga,,,,,,,,,,,,,
Augsburg,121,2025,Bundesliga,,,,,,,,,,,,,
Werder Bremen,123,2025,Bundesliga,,,,,,,,,,,,,
Mainz 05,125,2025,Bundesliga,,,,,,,,,,,,,
Borussia Dortmund,129,2025,Bundesliga,,,,,,,,,,,,,
Borussia M.Gladbach,130,2025,Bundesliga,,,,,,,,,,,,,
Wolfsburg,131,2025,Bundesliga,,,,,,,,,,,,,
Eintracht Frankfurt,132,2025,Bundesliga,,,,,,,,,,,,,
VfB Stuttgart,133,2025,Bundesliga,,,,,,,,,,,,,
FC Cologne,134,2025,Bundesliga,,,,,,,,,,,,,
Freiburg,135,2025,Bundesliga,,,,,,,,,,,,,
RasenBallsport Leipzig,136,2025,Bundesliga,,,,,,,,,,,,,
Union Berlin,240,2025,Bundesliga,,,,,,,,,,,,,
FC Heidenheim,280,2025,Bundesliga,,,,,,,,,,,,,
St. Pauli,288,2025,Bundesliga,,,,,,,,,,,,,
