team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Bayern Munich,117,2022,Bundesliga,,,,,,,,,,,,,
Bayer Leverkusen,119,2022,Bundesliga,,,,,,,,,,,,,
Hoffenheim,120,2022,Bundesliga,,,,,,,,,,,,,
Augsburg,121,2022,Bundesliga,,,,,,,,,,,,,
Hertha Berlin,122,2022,Bundesliga,,,,,,,,,,,,,
Werder Bremen,123,2022,Bundesliga,,,,,,,,,,,,,
Schalke 04,124,2022,Bundesliga,,,,,,,,,,,,,
Mainz 05,125,2022,Bundesliga,,,,,,,,,,,,,
Borussia Dortmund,129,2022,Bundesliga,,,,,,,,,,,,,
Borussia M.Gladbach,130,2022,Bundesliga,,,,,,,,,,,,,
Wolfsburg,131,2022,Bundesliga,,,,,,,,,,,,,
Eintracht Frankfurt,132,2022,Bundesliga,,,,,,,,,,,,,
VfB Stuttgart,133,2022,Bundesliga,,,,,,,,,,,,,
FC Cologne,134,2022,Bundesliga,,,,,,,,,,,,,
Freiburg,135,2022,Bundesliga,,,,,,,,,,,,,
RasenBallsport Leipzig,136,2022,Bundesliga,,,,,,,,,,,,,
Union Berlin,240,2022,Bundesliga,,,,,,,,,,,,,
Bochum,268,2022,Bundesliga,,,,,,,,,,,,,
