group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,1,0,0,1,0,0,0,0,2023,Liverpool,0,0,0,0,0,0,229,Thiago Alcántara
season,MC,18,0,10,1258,0.39727576170116663,0,1.4019673261791468,17,2022,Liverpool,2,0,0,0.39727576170116663,8.877402268350124,7.261743916198611,229,Thiago Alcántara
season,Sub,25,1,25,1531,1.6294421814382076,4,2.5759720746427774,29,2021,Liverpool,2,0,1,1.6294421814382076,12.86691565066576,10.548432012088597,229,Thiago Alcántara
season,MC,24,1,22,1865,1.2113057915121317,0,2.5549221271649003,30,2020,Liverpool,4,0,1,1.2113057915121317,11.152551587671041,9.468282479792833,229,Thiago Alcántara
season,MC,24,3,18,1773,2.582844851538539,0,1.0969494432210922,20,2019,Bayern Munich,7,0,3,2.582844851538539,19.607252351939678,16.872010193765163,229,Thiago Alcántara
season,MC,30,2,23,2412,2.1983313281089067,6,3.88470112439245,39,2018,Bayern Munich,5,0,2,2.1983313281089067,26.34337803721428,22.368508026003838,229,Thiago Alcántara
season,AMC,19,2,24,1241,2.4427592884749174,2,1.8550197072327137,29,2017,Bayern Munich,3,0,2,2.4427592884749174,14.950645327568054,11.463429290801287,229,Thiago Alcántara
season,MC,27,6,37,2291,4.9807650074362755,5,3.1479863952845335,49,2016,Bayern Munich,4,0,6,4.9807650074362755,25.885921880602837,20.334679946303368,229,Thiago Alcántara
season,Sub,27,2,30,1637,2.9123598160222173,3,3.5685853911563754,37,2015,Bayern Munich,2,0,2,2.9123598160222173,14.963583800941706,11.03879345022142,229,Thiago Alcántara
season,Sub,7,0,4,278,0.17056670412421227,0,0.5034935157746077,9,2014,Bayern Munich,0,0,0,0.17056670412421227,2.6678090542554855,2.3009360060095787,229,Thiago Alcántara
