group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,20,2,12,1320,1.53631126973778,1,0.5140000507235527,4,2023,Lorient,5,0,2,1.53631126973778,5.109879486262798,3.6135247200727463,3429,Tiemoué Bakayoko
season,Sub,3,0,0,29,0,0,0,0,2022,AC Milan,0,0,0,0,0.036088600754737854,0.036088600754737854,3429,Tiemoué Bakayoko
season,Sub,14,0,4,482,0.49394899792969227,0,0.4099559858441353,3,2021,AC Milan,3,0,0,0.49394899792969227,2.4602309186011553,1.9682861976325512,3429,Tiemoué Bakayoko
season,DMC,32,2,16,1985,1.3997347811236978,1,0.7084052842110395,11,2020,Napoli,4,1,2,1.3997347811236978,8.17393697425723,7.875646879896522,3429,Tiemoué Bakayoko
season,MC,20,1,24,1726,1.9142809119075537,2,1.3101342283189297,10,2019,Monaco,4,1,1,1.9142809119075537,7.900648754090071,6.004860628396273,3429,Tiemoué Bakayoko
season,Sub,31,1,25,2294,1.856460703536868,1,1.3325928766280413,25,2018,AC Milan,5,1,1,1.856460703536868,9.10970639064908,7.028350068256259,3429,Tiemoué Bakayoko
season,Sub,29,2,40,2118,3.4481765162199736,2,1.3163315765559673,16,2017,Chelsea,3,1,2,3.4481765162199736,7.211156195029616,4.4708390068262815,3429,Tiemoué Bakayoko
season,MC,32,2,28,2220,1.962207518517971,1,1.0376032050698996,14,2016,Monaco,2,1,2,1.962207518517971,9.451743917539716,7.819069038145244,3429,Tiemoué Bakayoko
season,MC,19,1,16,1365,1.0483107222244143,0,0.1562813986092806,6,2015,Monaco,3,0,1,1.0483107222244143,3.496704096905887,3.1335605597123504,3429,Tiemoué Bakayoko
season,DMC,12,0,4,833,0.1892061959952116,0,0.0916202012449503,3,2014,Monaco,3,1,0,0.1892061959952116,1.3118471913039684,1.1445289757102728,3429,Tiemoué Bakayoko
