group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,2,0,0,39,0,0,0,0,2015,Aston Villa,0,0,0,0,0,0,1066,Charles N&#039;Zogbia
season,AMR,27,0,27,1455,1.0603895923122764,2,1.4756773971021175,17,2014,Aston Villa,3,0,0,1.0603895923122764,4.728924102149904,2.9079019324854016,1066,Charles N&#039;Zogbia
