goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,player_id,player_name
0,0,0,1,Sub,Newcastle United,Crystal Palace,2,0,2026-01-04,28968,2025,761556,0,0,0,0,0,0,0,11033,Kaden Rodney
