group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,8,0,6,542,0.1604539966210723,0,0.34915199130773544,6,2022,Nottingham Forest,1,0,0,0.1604539966210723,0.4599286001175642,0.3226796966046095,769,Jonjo Shelvey
season,Sub,3,0,0,23,0,0,0,0,2022,Newcastle United,0,0,0,0,0.5101879090070724,0.5101879090070724,769,Jonjo Shelvey
season,MC,24,2,30,1987,0.879080006852746,1,1.0608121007680893,16,2021,Newcastle United,5,1,2,0.879080006852746,3.9504621252417564,2.9192367969080806,769,Jonjo Shelvey
season,MC,30,1,42,2617,2.452838074415922,3,2.625524072907865,37,2020,Newcastle United,7,0,1,2.452838074415922,9.463522750884295,7.525885250419378,769,Jonjo Shelvey
season,MC,26,6,45,2136,2.24221299123019,2,4.141613911837339,44,2019,Newcastle United,3,0,6,2.24221299123019,7.487134265713394,4.892640821635723,769,Jonjo Shelvey
season,MC,16,1,23,932,0.7167933150194585,1,1.8579730316996574,25,2018,Newcastle United,1,0,1,0.7167933150194585,3.268730702344328,1.9959057094529271,769,Jonjo Shelvey
season,DMC,30,1,42,2268,2.1764818001538515,3,2.6017918046563864,41,2017,Newcastle United,2,2,1,2.1764818001538515,7.696285810321569,4.693055970594287,769,Jonjo Shelvey
season,DMC,16,1,34,1229,1.7600614987313747,2,3.140187421813607,24,2015,Swansea,5,0,0,0.9988927878439426,5.9298059064894915,3.68703780695796,769,Jonjo Shelvey
season,Sub,15,0,22,1041,0.7806668914854527,3,1.2488429676741362,19,2015,Newcastle United,3,0,0,0.7806668914854527,5.010283015668392,3.573262982070446,769,Jonjo Shelvey
season,DMC,31,3,62,2471,4.547880021855235,5,2.943915719166398,30,2014,Swansea,8,1,2,3.7867110054939985,11.989973126910627,7.097531080245972,769,Jonjo Shelvey
