group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,19,1,14,577,1.3612110679969192,1,1.2104952251538634,12,2021,Dinamo Moscow,1,0,1,0.6069353958591819,3.1443949602544308,1.4986671470105648,960,Clinton N&#039;Jie
season,AMR,23,4,24,1137,1.8762186039239168,0,1.1237185113132,16,2020,Dinamo Moscow,4,0,4,1.8762186039239168,5.061578087508678,2.313758817501366,960,Clinton N&#039;Jie
season,Sub,19,1,30,755,4.027426233515143,1,0.8069503009319305,10,2019,Dinamo Moscow,2,0,1,4.027426233515143,5.343571780249476,1.3476139139384031,960,Clinton N&#039;Jie
season,AMR,17,3,7,343,1.2049199836328626,2,0.9818556942045689,9,2018,Marseille,0,0,3,1.2049199836328626,2.7241775998845696,0.6112998053431511,960,Clinton N&#039;Jie
season,Sub,22,7,30,855,5.697284044697881,3,3.2677078042179346,15,2017,Marseille,2,0,7,5.697284044697881,9.155097292736173,1.5613418957218528,960,Clinton N&#039;Jie
season,Sub,22,4,27,1028,2.694446485489607,1,1.4118841979652643,16,2016,Marseille,1,0,4,2.694446485489607,5.3004115447402,1.9300716947764158,960,Clinton N&#039;Jie
season,Sub,8,0,6,171,0.3994066081941128,1,0.6547431712970138,2,2015,Tottenham,0,0,0,0.3994066081941128,1.14137801527977,0.13442499935626984,960,Clinton N&#039;Jie
season,Sub,30,7,48,1518,8.375191988423467,7,3.3200895935297012,23,2014,Lyon,1,0,7,8.375191988423467,14.162215117365122,3.5300429984927177,960,Clinton N&#039;Jie
