team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Bayern Munich,117,2016,Bundesliga,,,,,,,,,,,,,
Hamburger SV,118,2016,Bundesliga,,,,,,,,,,,,,
Bayer Leverkusen,119,2016,Bundesliga,,,,,,,,,,,,,
Hoffenheim,120,2016,Bundesliga,,,,,,,,,,,,,
Augsburg,121,2016,Bundesliga,,,,,,,,,,,,,
Hertha Berlin,122,2016,Bundesliga,,,,,,,,,,,,,
Werder Bremen,123,2016,Bundesliga,,,,,,,,,,,,,
Schalke 04,124,2016,Bundesliga,,,,,,,,,,,,,
Mainz 05,125,2016,Bundesliga,,,,,,,,,,,,,
Ingolstadt,126,2016,Bundesliga,,,,,,,,,,,,,
Darmstadt,127,2016,Bundesliga,,,,,,,,,,,,,
Borussia Dortmund,129,2016,Bundesliga,,,,,,,,,,,,,
Borussia M.Gladbach,130,2016,Bundesliga,,,,,,,,,,,,,
Wolfsburg,131,2016,Bundesliga,,,,,,,,,,,,,
Eintracht Frankfurt,132,2016,Bundesliga,,,,,,,,,,,,,
FC Cologne,134,2016,Bundesliga,,,,,,,,,,,,,
Freiburg,135,2016,Bundesliga,,,,,,,,,,,,,
RasenBallsport Leipzig,136,2016,Bundesliga,,,,,,,,,,,,,
