team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Aston Villa,71,2025,EPL,,,,,,,,,,,,,
Everton,72,2025,EPL,,,,,,,,,,,,,
Bournemouth,73,2025,EPL,,,,,,,,,,,,,
Sunderland,77,2025,EPL,,,,,,,,,,,,,
Crystal Palace,78,2025,EPL,,,,,,,,,,,,,
Chelsea,80,2025,EPL,,,,,,,,,,,,,
West Ham,81,2025,EPL,,,,,,,,,,,,,
Tottenham,82,2025,EPL,,,,,,,,,,,,,
Arsenal,83,2025,EPL,,,,,,,,,,,,,
Newcastle United,86,2025,EPL,,,,,,,,,,,,,
Liverpool,87,2025,EPL,,,,,,,,,,,,,
Manchester City,88,2025,EPL,,,,,,,,,,,,,
Manchester United,89,2025,EPL,,,,,,,,,,,,,
Burnley,92,2025,EPL,,,,,,,,,,,,,
Brighton,220,2025,EPL,,,,,,,,,,,,,
Fulham,228,2025,EPL,,,,,,,,,,,,,
Wolverhampton Wanderers,229,2025,EPL,,,,,,,,,,,,,
Brentford,244,2025,EPL,,,,,,,,,,,,,
Leeds,245,2025,EPL,,,,,,,,,,,,,
Nottingham Forest,249,2025,EPL,,,,,,,,,,,,,
