goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,player_id,player_name
0,0,0,19,Sub,Burnley,Manchester United,0,0,2014-08-30,4769,2014,17631,0.08813399821519852,0,1,0,0,0,0,4525,Anderson
