group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,21,1,13,1486,1.15066771581769,2,0.6090736985206604,3,2025,Manchester United,3,1,1,1.15066771581769,4.104676898568869,4.104676898568869,1687,Harry Maguire
season,DC,27,1,16,1752,2.3422655537724495,0,0.9308241046965122,8,2024,Manchester United,7,0,1,2.3422655537724495,5.207567437551916,3.6736370800063014,1687,Harry Maguire
season,Sub,22,2,20,1645,2.137907139956951,2,1.306744921952486,6,2023,Manchester United,3,0,2,2.137907139956951,5.5030854400247335,4.45605625025928,1687,Harry Maguire
season,DC,16,0,3,750,0.1488308310508728,0,0.38123219832777977,2,2022,Manchester United,4,0,0,0.1488308310508728,3.6848116889595985,3.6848116889595985,1687,Harry Maguire
season,DC,30,1,23,2518,2.2377048023045063,0,0.14321290142834187,4,2021,Manchester United,7,1,1,2.2377048023045063,7.957978293299675,7.696394219994545,1687,Harry Maguire
season,DC,34,2,36,3049,1.4843375030905008,1,0.29094299487769604,7,2020,Manchester United,11,0,2,1.4843375030905008,13.12701240181923,13.018354054540396,1687,Harry Maguire
season,DC,38,1,31,3420,2.7722502863034606,0,0.45392460096627474,16,2019,Manchester United,6,0,1,2.7722502863034606,12.02994539309293,11.71480830386281,1687,Harry Maguire
season,DC,31,3,30,2599,1.8605397613719106,0,0.6665724022313952,11,2018,Leicester,6,1,3,1.8605397613719106,6.0419151578098536,5.482059676200151,1687,Harry Maguire
season,DC,38,2,29,3420,2.30911120492965,4,4.558800941333175,18,2017,Leicester,8,0,2,2.30911120492965,8.245750784873962,7.354842042550445,1687,Harry Maguire
season,Sub,29,2,34,2311,1.9734392035752535,2,0.8420128859579563,11,2016,Hull,5,0,2,1.9734392035752535,5.049389252439141,4.071343515999615,1687,Harry Maguire
season,Sub,3,0,0,83,0,0,0,0,2014,Hull,1,0,0,0,0,0,1687,Harry Maguire
