id,isResult,h,a,goals,xG,datetime,forecast,season,league
29538,True,"{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'h': '1', 'a': '0'}","{'h': '1.31418', 'a': '2.07298'}",2025-08-15 18:45:00,"{'w': '0.2107', 'd': '0.2256', 'l': '0.5637'}",2025,Ligue_1
29539,True,"{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'h': '0', 'a': '1'}","{'h': '1.87447', 'a': '1.615'}",2025-08-16 15:00:00,"{'w': '0.4363', 'd': '0.2606', 'l': '0.3031'}",2025,Ligue_1
29540,True,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': '3', 'a': '1'}","{'h': '1.88048', 'a': '0.427494'}",2025-08-16 17:00:00,"{'w': '0.8017', 'd': '0.1577', 'l': '0.0406'}",2025,Ligue_1
29541,True,"{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'h': '0', 'a': '1'}","{'h': '0.95554', 'a': '0.56945'}",2025-08-16 19:05:00,"{'w': '0.4632', 'd': '0.3479', 'l': '0.1889'}",2025,Ligue_1
29542,True,"{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'h': '3', 'a': '3'}","{'h': '1.49573', 'a': '1.84218'}",2025-08-17 13:00:00,"{'w': '0.2749', 'd': '0.2663', 'l': '0.4588'}",2025,Ligue_1
29543,True,"{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'h': '1', 'a': '0'}","{'h': '1.4925', 'a': '1.84516'}",2025-08-17 15:15:00,"{'w': '0.2677', 'd': '0.2851', 'l': '0.4472'}",2025,Ligue_1
29544,True,"{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'h': '1', 'a': '0'}","{'h': '0.82142', 'a': '0.71125'}",2025-08-17 15:15:00,"{'w': '0.3649', 'd': '0.3607', 'l': '0.2744'}",2025,Ligue_1
29545,True,"{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'h': '0', 'a': '1'}","{'h': '0.184483', 'a': '0.731013'}",2025-08-17 15:15:00,"{'w': '0.082', 'd': '0.4286', 'l': '0.4894'}",2025,Ligue_1
29546,True,"{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'h': '0', 'a': '1'}","{'h': '0.124428', 'a': '1.35682'}",2025-08-17 18:45:00,"{'w': '0.0274', 'd': '0.242', 'l': '0.7306'}",2025,Ligue_1
29547,True,"{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'h': '1', 'a': '0'}","{'h': '2.0878', 'a': '0.176876'}",2025-08-22 18:45:00,"{'w': '0.8991', 'd': '0.0898', 'l': '0.0111'}",2025,Ligue_1
29548,True,"{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'h': '5', 'a': '2'}","{'h': '3.337', 'a': '1.05457'}",2025-08-23 15:00:00,"{'w': '0.8786', 'd': '0.0866', 'l': '0.0348'}",2025,Ligue_1
29549,True,"{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'h': '3', 'a': '1'}","{'h': '2.66284', 'a': '2.24407'}",2025-08-23 17:00:00,"{'w': '0.4862', 'd': '0.2319', 'l': '0.2819'}",2025,Ligue_1
29550,True,"{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'h': '3', 'a': '0'}","{'h': '2.35479', 'a': '0.504863'}",2025-08-23 19:05:00,"{'w': '0.8525', 'd': '0.1138', 'l': '0.0337'}",2025,Ligue_1
29551,True,"{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'h': '4', 'a': '0'}","{'h': '3.4466', 'a': '0.0728372'}",2025-08-24 13:00:00,"{'w': '0.9855', 'd': '0.0134', 'l': '0.0011'}",2025,Ligue_1
29552,True,"{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'h': '1', 'a': '0'}","{'h': '1.81743', 'a': '0.425423'}",2025-08-24 15:15:00,"{'w': '0.8133', 'd': '0.1541', 'l': '0.0326'}",2025,Ligue_1
29553,True,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'h': '1', 'a': '2'}","{'h': '2.0398', 'a': '1.29098'}",2025-08-24 15:15:00,"{'w': '0.5641', 'd': '0.2708', 'l': '0.1651'}",2025,Ligue_1
29554,True,"{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'h': '2', 'a': '0'}","{'h': '1.32432', 'a': '0.750148'}",2025-08-24 15:15:00,"{'w': '0.5764', 'd': '0.2937', 'l': '0.1299'}",2025,Ligue_1
29555,True,"{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '1', 'a': '0'}","{'h': '2.41091', 'a': '1.52213'}",2025-08-24 18:45:00,"{'w': '0.5964', 'd': '0.2267', 'l': '0.1769'}",2025,Ligue_1
29556,True,"{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'h': '3', 'a': '1'}","{'h': '4.42054', 'a': '0.963409'}",2025-08-29 18:45:00,"{'w': '0.9492', 'd': '0.0354', 'l': '0.0154'}",2025,Ligue_1
29557,True,"{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'h': '1', 'a': '7'}","{'h': '1.1603', 'a': '3.70255'}",2025-08-30 15:00:00,"{'w': '0.0186', 'd': '0.0702', 'l': '0.9112'}",2025,Ligue_1
29558,True,"{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'h': '1', 'a': '0'}","{'h': '0.418091', 'a': '1.10996'}",2025-08-30 17:00:00,"{'w': '0.1072', 'd': '0.3259', 'l': '0.5669'}",2025,Ligue_1
29559,True,"{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'h': '3', 'a': '6'}","{'h': '2.33006', 'a': '2.49609'}",2025-08-30 19:05:00,"{'w': '0.3283', 'd': '0.2611', 'l': '0.4106'}",2025,Ligue_1
29560,True,"{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'h': '1', 'a': '1'}","{'h': '1.58619', 'a': '1.73758'}",2025-08-31 13:00:00,"{'w': '0.3243', 'd': '0.2811', 'l': '0.3946'}",2025,Ligue_1
