group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,MC,13,1,7,572,0.42319231294095516,0,0.17910510301589966,4,2022,Nottingham Forest,2,0,1,0.42319231294095516,2.5435210168361664,2.019651636481285,10759,Lewis O&#039;Brien
