group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,ML,31,9,96,2618,11.476765770465136,3,1.9460846446454525,21,2025,Napoli,1,0,9,10.715466994792223,13.898858822882175,7.4683783911168575,5560,Scott McTominay
season,Sub,34,12,76,2938,8.857582463882864,4,2.8353318478912115,26,2024,Napoli,3,0,12,8.857582463882864,17.02024569362402,7.907815325073898,5560,Scott McTominay
season,Sub,2,0,1,15,0.12602733075618744,0,0,0,2024,Manchester United,0,0,0,0.12602733075618744,0.12602733075618744,0,5560,Scott McTominay
season,Sub,32,7,44,1861,6.777370238676667,1,1.0619673654437065,11,2023,Manchester United,2,0,7,6.777370238676667,9.31455492042005,3.7229946237057447,5560,Scott McTominay
season,MC,24,1,13,1133,1.8013716908171773,0,1.078185809776187,8,2022,Manchester United,8,0,1,1.8013716908171773,6.004832318983972,3.5477124359458685,5560,Scott McTominay
season,DMC,30,1,27,2410,1.47690190654248,1,1.6853308789432049,23,2021,Manchester United,9,0,1,1.47690190654248,8.39546657167375,6.715101003646851,5560,Scott McTominay
season,DMC,32,4,26,2121,1.8477441929280758,1,2.1146131111308932,17,2020,Manchester United,3,0,4,1.8477441929280758,10.912292583845556,7.90481286123395,5560,Scott McTominay
season,DMC,27,3,29,1771,2.0219837967306376,1,1.4312147917225957,16,2019,Manchester United,2,0,3,2.0219837967306376,5.719029553234577,4.453569384291768,5560,Scott McTominay
season,Sub,16,2,15,852,1.588795562274754,0,0.017006199806928635,1,2018,Manchester United,1,0,2,1.588795562274754,3.5094783529639244,2.3852984234690666,5560,Scott McTominay
season,Sub,13,0,1,627,0.0359686017036438,0,0.03605649992823601,2,2017,Manchester United,2,0,0,0.0359686017036438,2.0014487020671368,1.9294229242950678,5560,Scott McTominay
season,MC,2,0,1,94,0.03636759892106056,0,0.15494999289512634,1,2016,Manchester United,1,0,0,0.03636759892106056,0.2662079930305481,0.11125899851322174,5560,Scott McTominay
