group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,25,2,17,1205,1.1699367044493556,2,1.680549930781126,11,2025,Lille,3,0,1,0.40984155889600515,9.700398840941489,8.088588549755514,914,Nabil Bentaleb
season,Sub,10,1,5,306,0.7089393362402916,0,0.012204637750983238,1,2024,Lille,0,0,1,0.7089393362402916,0.7046999428421259,0.6658585257828236,914,Nabil Bentaleb
season,Sub,26,0,10,1975,0.2938596587628126,3,0.6899229548871517,14,2023,Lille,7,0,0,0.2938596587628126,7.287905583158135,6.597983036190271,914,Nabil Bentaleb
season,DMC,30,4,41,2506,2.7237376933917403,4,2.690056212246418,34,2022,Angers,5,1,2,1.203547190874815,8.794676546007395,7.261957911774516,914,Nabil Bentaleb
season,MC,18,1,16,1530,0.502596003934741,0,0.06734529137611389,3,2021,Angers,4,0,1,0.502596003934741,3.1109198350459337,2.797352976165712,914,Nabil Bentaleb
season,MC,9,0,1,546,0.7577769756317139,0,0.038437601178884506,1,2020,Schalke 04,2,0,0,0,0.19623080361634493,0.15779320057481527,914,Nabil Bentaleb
season,MC,12,0,4,750,0.061912440694868565,0,0.19530106149613857,8,2019,Newcastle United,2,0,0,0.061912440694868565,1.9516491396352649,1.7631352050229907,914,Nabil Bentaleb
season,Sub,25,3,21,1796,3.3045122222974896,0,1.3725776164792478,18,2018,Schalke 04,4,0,0,1.0311817424371839,4.530067561194301,3.406541397795081,914,Nabil Bentaleb
season,MC,16,4,15,1006,3.3074513226747513,3,0.6154924891889095,9,2017,Schalke 04,2,1,0,0.2763440012931824,1.6527696046978235,0.96528210490942,914,Nabil Bentaleb
season,Sub,32,5,42,2555,2.779958724975586,5,3.4045264907181263,31,2016,Schalke 04,12,0,4,2.022182220593095,12.869526028633118,9.234733303077519,914,Nabil Bentaleb
season,Sub,5,0,3,165,0.10239489749073982,0,0.031373798847198486,2,2015,Tottenham,1,0,0,0.10239489749073982,0.25851940363645554,0.1561249941587448,914,Nabil Bentaleb
season,DMC,26,0,26,2195,1.148594387806952,2,1.7586009036749601,16,2014,Tottenham,8,0,0,1.148594387806952,9.82887826114893,7.750007018446922,914,Nabil Bentaleb
