group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,DC,21,0,2,1724,0.4993779337964952,0,0.3448488349094987,8,2023,Luton,0,0,0,0.4993779337964952,5.261379264295101,4.456334888935089,11713,Amari&#039;i Bell
