id,isResult,h,a,goals,xG,datetime,forecast,season,league
28048,True,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'h': '1', 'a': '4'}","{'h': '0.197023', 'a': '2.9098'}",2024-08-16 18:45:00,"{'w': '0.0045', 'd': '0.0384', 'l': '0.9571'}",2024,Ligue_1
28049,True,"{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'h': '1', 'a': '5'}","{'h': '1.51475', 'a': '2.96496'}",2024-08-17 15:00:00,"{'w': '0.085', 'd': '0.1596', 'l': '0.7554'}",2024,Ligue_1
28050,True,"{'id': '177', 'title': 'Reims', 'short_title': 'REI'}","{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'h': '0', 'a': '2'}","{'h': '0.0758907', 'a': '2.31711'}",2024-08-17 17:00:00,"{'w': '0.0038', 'd': '0.0667', 'l': '0.9295'}",2024,Ligue_1
28051,True,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '175', 'title': 'Saint-Etienne', 'short_title': 'SEN'}","{'h': '1', 'a': '0'}","{'h': '2.78444', 'a': '0.484117'}",2024-08-17 19:00:00,"{'w': '0.8869', 'd': '0.0852', 'l': '0.0279'}",2024,Ligue_1
28052,True,"{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'h': '2', 'a': '1'}","{'h': '3.03248', 'a': '0.58056'}",2024-08-18 13:00:00,"{'w': '0.9042', 'd': '0.0721', 'l': '0.0237'}",2024,Ligue_1
28053,True,"{'id': '166', 'title': 'Montpellier', 'short_title': 'MPL'}","{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'h': '1', 'a': '1'}","{'h': '1.44704', 'a': '1.10476'}",2024-08-18 15:00:00,"{'w': '0.4524', 'd': '0.309', 'l': '0.2386'}",2024,Ligue_1
28054,True,"{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'h': '0', 'a': '0'}","{'h': '1.50937', 'a': '0.513845'}",2024-08-18 15:00:00,"{'w': '0.6485', 'd': '0.2438', 'l': '0.1077'}",2024,Ligue_1
28055,True,"{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'h': '0', 'a': '1'}","{'h': '0.297792', 'a': '1.04077'}",2024-08-18 15:00:00,"{'w': '0.0919', 'd': '0.3357', 'l': '0.5724'}",2024,Ligue_1
28056,True,"{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'h': '3', 'a': '0'}","{'h': '2.57411', 'a': '2.20066'}",2024-08-18 18:45:00,"{'w': '0.4516', 'd': '0.231', 'l': '0.3174'}",2024,Ligue_1
28057,True,"{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'id': '166', 'title': 'Montpellier', 'short_title': 'MPL'}","{'h': '6', 'a': '0'}","{'h': '4.93703', 'a': '0.772997'}",2024-08-23 18:45:00,"{'w': '0.978', 'd': '0.0181', 'l': '0.0039'}",2024,Ligue_1
