group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,DC,8,0,1,377,0.02805188111960888,0,0.023350993171334267,1,2023,Roma,0,0,0,0.02805188111960888,0.3877423368394375,0.3877423368394375,628,Chris Smalling
season,DC,32,3,17,2812,2.247501654550433,1,0.57327432744205,7,2022,Roma,7,0,3,2.247501654550433,7.683304813690484,7.316817824728787,628,Chris Smalling
season,Sub,27,3,10,2087,2.3404948115348816,0,0.5236679911613464,2,2021,Roma,0,0,3,2.3404948115348816,2.785542894154787,2.7134358771145344,628,Chris Smalling
season,DC,16,0,7,1102,0.2958590015769005,1,0.8814990222454071,2,2020,Roma,3,0,0,0.2958590015769005,5.433432197198272,5.433432197198272,628,Chris Smalling
season,DC,30,3,19,2562,2.2447527134791017,2,0.6742308121174574,10,2019,Roma,2,0,3,2.2447527134791017,8.960694653913379,8.672036273404956,628,Chris Smalling
season,DC,24,1,11,2130,1.114168887026608,0,0.12397489696741104,2,2018,Manchester United,1,0,1,1.114168887026608,3.7084142826497555,3.7084142826497555,628,Chris Smalling
season,DC,29,4,13,2533,2.170547580346465,0,0.17691750079393387,2,2017,Manchester United,4,0,4,2.170547580346465,5.587085722014308,5.35075774602592,628,Chris Smalling
season,Sub,18,1,7,1212,0.40389780048280954,1,0.6390482895076275,3,2016,Manchester United,0,0,1,0.40389780048280954,2.615398531779647,2.543783551082015,628,Chris Smalling
season,DC,35,0,18,3150,1.587316076271236,1,0.6364649888128042,6,2015,Manchester United,8,0,0,1.587316076271236,5.663531249389052,5.317793456837535,628,Chris Smalling
season,DC,25,4,17,1881,1.8635455332696438,0,0.39187060575932264,5,2014,Manchester United,1,1,4,1.8635455332696438,4.172038706950843,4.005904505960643,628,Chris Smalling
