team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Verona,94,2022,Serie_A,,,,,,,,,,,,,
Roma,95,2022,Serie_A,,,,,,,,,,,,,
Lazio,96,2022,Serie_A,,,,,,,,,,,,,
Bologna,97,2022,Serie_A,,,,,,,,,,,,,
Juventus,98,2022,Serie_A,,,,,,,,,,,,,
Udinese,99,2022,Serie_A,,,,,,,,,,,,,
Sampdoria,102,2022,Serie_A,,,,,,,,,,,,,
Sassuolo,104,2022,Serie_A,,,,,,,,,,,,,
Napoli,105,2022,Serie_A,,,,,,,,,,,,,
Inter,106,2022,Serie_A,,,,,,,,,,,,,
Atalanta,107,2022,Serie_A,,,,,,,,,,,,,
Empoli,108,2022,Serie_A,,,,,,,,,,,,,
Fiorentina,110,2022,Serie_A,,,,,,,,,,,,,
AC Milan,111,2022,Serie_A,,,,,,,,,,,,,
Torino,113,2022,Serie_A,,,,,,,,,,,,,
Lecce,243,2022,Serie_A,,,,,,,,,,,,,
Spezia,260,2022,Serie_A,,,,,,,,,,,,,
Salernitana,264,2022,Serie_A,,,,,,,,,,,,,
Monza,271,2022,Serie_A,,,,,,,,,,,,,
Cremonese,272,2022,Serie_A,,,,,,,,,,,,,
