id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,player_name
335695,87,MissedShots,0.8430000305175781,0.425,0.07962950319051743,Curtis Jones,a,6665,OpenPlay,2019,LeftFoot,11794,Bournemouth,Liverpool,0,3,2019-12-07 15:00:00,Xherdan Shaqiri,Chipped,Curtis Jones
369038,85,MissedShots,0.69,0.4540000152587891,0.01679310016334057,Curtis Jones,h,6665,OpenPlay,2019,LeftFoot,11966,Liverpool,Aston Villa,2,0,2020-07-05 15:30:00,Georginio Wijnaldum,Pass,Curtis Jones
369039,88,Goal,0.9119999694824219,0.4490000152587891,0.3806320130825043,Curtis Jones,h,6665,OpenPlay,2019,RightFoot,11966,Liverpool,Aston Villa,2,0,2020-07-05 15:30:00,Mohamed Salah,HeadPass,Curtis Jones
370418,16,SavedShot,0.8690000152587891,0.5509999847412109,0.09545080363750458,Curtis Jones,h,6665,OpenPlay,2019,LeftFoot,11986,Liverpool,Burnley,1,1,2020-07-11 14:00:00,Roberto Firmino,Pass,Curtis Jones
370420,20,BlockedShot,0.8680000305175781,0.53,0.11228899657726288,Curtis Jones,h,6665,OpenPlay,2019,RightFoot,11986,Liverpool,Burnley,1,1,2020-07-11 14:00:00,Sadio Mané,Pass,Curtis Jones
370429,50,MissedShots,0.855,0.580999984741211,0.12992200255393982,Curtis Jones,h,6665,OpenPlay,2019,LeftFoot,11986,Liverpool,Burnley,1,1,2020-07-11 14:00:00,Mohamed Salah,Pass,Curtis Jones
384738,47,SavedShot,0.754000015258789,0.5029999923706054,0.02607549913227558,Curtis Jones,h,6665,OpenPlay,2020,LeftFoot,14499,Liverpool,West Ham,2,1,2020-10-31 17:30:00,Nathaniel Phillips,Pass,Curtis Jones
388171,8,SavedShot,0.9330000305175781,0.3320000076293945,0.07992880046367645,Curtis Jones,h,6665,OpenPlay,2020,RightFoot,14519,Liverpool,Leicester,3,0,2020-11-22 19:15:00,Naby Keita,Pass,Curtis Jones
391030,73,SavedShot,0.8530000305175781,0.6809999847412109,0.05782010033726692,Curtis Jones,h,6665,OpenPlay,2020,LeftFoot,14539,Liverpool,Wolverhampton Wanderers,4,0,2020-12-06 19:15:00,Sadio Mané,Pass,Curtis Jones
392327,53,SavedShot,0.769000015258789,0.715999984741211,0.017250999808311462,Curtis Jones,a,6665,OpenPlay,2020,RightFoot,14547,Fulham,Liverpool,1,1,2020-12-13 16:30:00,Andrew Robertson,Pass,Curtis Jones
392329,64,BlockedShot,0.845,0.524000015258789,0.06955470144748688,Curtis Jones,a,6665,SetPiece,2020,RightFoot,14547,Fulham,Liverpool,1,1,2020-12-13 16:30:00,,Dispossessed,Curtis Jones
392334,83,SavedShot,0.845,0.47200000762939454,0.09850969910621643,Curtis Jones,a,6665,OpenPlay,2020,RightFoot,14547,Fulham,Liverpool,1,1,2020-12-13 16:30:00,Roberto Firmino,TakeOn,Curtis Jones
393454,28,SavedShot,0.8469999694824218,0.55,0.09059269726276398,Curtis Jones,h,6665,OpenPlay,2020,RightFoot,14563,Liverpool,Tottenham,2,1,2020-12-16 20:00:00,,BallRecovery,Curtis Jones
393460,49,BlockedShot,0.8530000305175781,0.7,0.032232899218797684,Curtis Jones,h,6665,OpenPlay,2020,RightFoot,14563,Liverpool,Tottenham,2,1,2020-12-16 20:00:00,Roberto Firmino,Pass,Curtis Jones
393472,82,BlockedShot,0.879000015258789,0.315,0.038598399609327316,Curtis Jones,h,6665,OpenPlay,2020,LeftFoot,14563,Liverpool,Tottenham,2,1,2020-12-16 20:00:00,Sadio Mané,Chipped,Curtis Jones
402847,81,BlockedShot,0.754000015258789,0.625,0.017324000597000122,Curtis Jones,h,6665,OpenPlay,2020,RightFoot,14654,Liverpool,Brighton,0,1,2021-02-03 20:15:00,,Dispossessed,Curtis Jones
403864,54,MissedShots,0.7440000152587891,0.46,0.021102799102663994,Curtis Jones,h,6665,OpenPlay,2020,LeftFoot,14659,Liverpool,Manchester City,1,4,2021-02-07 16:30:00,Roberto Firmino,Pass,Curtis Jones
403865,57,BlockedShot,0.8859999847412109,0.6609999847412109,0.05289139971137047,Curtis Jones,h,6665,OpenPlay,2020,RightFoot,14659,Liverpool,Manchester City,1,4,2021-02-07 16:30:00,,Tackle,Curtis Jones
404139,46,BlockedShot,0.7819999694824219,0.6869999694824219,0.02313319966197014,Curtis Jones,a,6665,OpenPlay,2020,RightFoot,14670,Leicester,Liverpool,3,1,2021-02-13 12:30:00,Andrew Robertson,Pass,Curtis Jones
405695,34,MissedShots,0.769000015258789,0.5709999847412109,0.02815690077841282,Curtis Jones,h,6665,OpenPlay,2020,RightFoot,14680,Liverpool,Everton,0,2,2021-02-20 17:30:00,Mohamed Salah,Pass,Curtis Jones
407543,21,SavedShot,0.9690000152587891,0.5320000076293945,0.6177330017089844,Curtis Jones,a,6665,OpenPlay,2020,RightFoot,14694,Sheffield United,Liverpool,0,2,2021-02-28 19:15:00,Trent Alexander-Arnold,Cross,Curtis Jones
407552,47,Goal,0.879000015258789,0.4620000076293945,0.36994001269340515,Curtis Jones,a,6665,OpenPlay,2020,RightFoot,14694,Sheffield United,Liverpool,0,2,2021-02-28 19:15:00,,None,Curtis Jones
407553,51,BlockedShot,0.7809999847412109,0.64,0.034786198288202286,Curtis Jones,a,6665,OpenPlay,2020,RightFoot,14694,Sheffield United,Liverpool,0,2,2021-02-28 19:15:00,Georginio Wijnaldum,Pass,Curtis Jones
407554,51,SavedShot,0.875999984741211,0.524000015258789,0.05238109827041626,Curtis Jones,a,6665,OpenPlay,2020,Head,14694,Sheffield United,Liverpool,0,2,2021-02-28 19:15:00,Trent Alexander-Arnold,Cross,Curtis Jones
