team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Lille,160,2015,Ligue_1,h,0.914879,1.33457,0.914879,1.33457,"{'att': 280, 'def': 38}","{'att': 238, 'def': 20}",2,3,0,1,0.9286000000000001,l,2015-08-07 22:30:00,0,0,1,0,-0.41969100000000004
Lille,160,2015,Ligue_1,a,1.12948,1.26252,1.12948,1.26252,"{'att': 342, 'def': 25}","{'att': 125, 'def': 24}",5,2,0,0,1.2149,d,2015-08-14 22:30:00,0,1,0,1,-0.13304000000000005
Lille,160,2015,Ligue_1,h,1.76204,0.695256,1.76204,0.695256,"{'att': 163, 'def': 29}","{'att': 217, 'def': 34}",7,5,0,0,2.2765,d,2015-08-23 16:00:00,0,1,0,1,1.0667840000000002
Lille,160,2015,Ligue_1,h,0.756427,0.397943,0.756427,0.397943,"{'att': 248, 'def': 20}","{'att': 239, 'def': 27}",0,4,1,0,1.6738,w,2015-08-29 22:00:00,1,0,0,3,0.35848399999999997
Lille,160,2015,Ligue_1,a,0.472192,0.850666,0.472192,0.850666,"{'att': 271, 'def': 32}","{'att': 119, 'def': 38}",3,7,0,0,0.9178999999999999,d,2015-09-12 19:00:00,0,1,0,1,-0.37847400000000003
Lille,160,2015,Ligue_1,a,1.03901,2.13208,1.03901,1.37198,"{'att': 177, 'def': 37}","{'att': 169, 'def': 29}",4,6,1,1,0.4539,d,2015-09-18 22:30:00,0,1,0,1,-0.33297
Lille,160,2015,Ligue_1,a,0.888466,1.94384,0.888466,1.17118,"{'att': 152, 'def': 23}","{'att': 307, 'def': 30}",4,1,0,1,0.5119,l,2015-09-25 22:30:00,0,0,1,0,-0.28271400000000013
Lille,160,2015,Ligue_1,h,1.158,1.58846,1.158,1.58846,"{'att': 123, 'def': 31}","{'att': 264, 'def': 19}",12,4,0,1,0.9324999999999999,l,2015-09-29 20:30:00,0,0,1,0,-0.43046000000000006
Lille,160,2015,Ligue_1,h,1.81242,1.10281,1.05232,0.342718,"{'att': 206, 'def': 39}","{'att': 202, 'def': 20}",4,1,2,0,1.9252999999999998,w,2015-10-02 22:30:00,1,0,0,3,0.7096019999999998
Lille,160,2015,Ligue_1,a,0.690247,0.386919,0.690247,0.386919,"{'att': 114, 'def': 31}","{'att': 298, 'def': 15}",5,3,1,1,1.6344,d,2015-10-17 22:00:00,0,1,0,1,0.30332800000000004
Lille,160,2015,Ligue_1,h,0.975881,1.30852,0.975881,1.30852,"{'att': 173, 'def': 32}","{'att': 185, 'def': 32}",3,6,1,2,1.0534,l,2015-10-25 20:00:00,0,0,1,0,-0.3326389999999999
Lille,160,2015,Ligue_1,a,0.376406,0.924375,0.376406,0.924375,"{'att': 295, 'def': 42}","{'att': 141, 'def': 34}",3,2,0,0,0.6441,d,2015-11-01 17:00:00,0,1,0,1,-0.5479689999999999
Lille,160,2015,Ligue_1,h,1.47952,0.623895,1.47952,0.623895,"{'att': 145, 'def': 27}","{'att': 304, 'def': 15}",3,1,1,1,2.1601,d,2015-11-07 23:00:00,0,1,0,1,0.855625
Lille,160,2015,Ligue_1,a,1.36525,1.0881,1.36525,1.0881,"{'att': 257, 'def': 35}","{'att': 202, 'def': 25}",8,7,1,1,1.5551,d,2015-11-21 23:00:00,0,1,0,1,0.27715
Lille,160,2015,Ligue_1,a,0.397994,1.41771,0.397994,1.41771,"{'att': 273, 'def': 24}","{'att': 276, 'def': 30}",4,5,0,2,0.4448,l,2015-11-28 23:00:00,0,0,1,0,-1.019716
Lille,160,2015,Ligue_1,h,0.408642,0.367291,0.408642,0.367291,"{'att': 164, 'def': 33}","{'att': 144, 'def': 32}",7,1,1,0,1.2995,w,2015-12-03 00:00:00,1,0,0,3,0.04135100000000003
Lille,160,2015,Ligue_1,a,1.39295,1.12223,1.39295,0.362136,"{'att': 155, 'def': 16}","{'att': 181, 'def': 23}",4,7,2,1,1.564,w,2015-12-05 23:00:00,1,0,0,3,1.030814
