id,isResult,h,a,goals,xG,datetime,forecast,season,league
1869,True,"{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'h': '0', 'a': '1'}","{'h': '0.914879', 'a': '1.33457'}",2015-08-07 22:30:00,"{'w': '0.2029', 'd': '0.3199', 'l': '0.4772'}",2015,Ligue_1
1870,True,"{'id': '162', 'title': 'SC Bastia', 'short_title': 'BAS'}","{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'h': '2', 'a': '1'}","{'h': '0.460955', 'a': '0.79874'}",2015-08-08 23:00:00,"{'w': '0.1671', 'd': '0.376', 'l': '0.4569'}",2015,Ligue_1
1871,True,"{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'id': '165', 'title': 'Caen', 'short_title': 'CAE'}","{'h': '0', 'a': '1'}","{'h': '2.17995', 'a': '0.945659'}",2015-08-08 23:00:00,"{'w': '0.6963', 'd': '0.1978', 'l': '0.1059'}",2015,Ligue_1
1872,True,"{'id': '166', 'title': 'Montpellier', 'short_title': 'MPL'}","{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'h': '0', 'a': '2'}","{'h': '0.706047', 'a': '1.54499'}",2015-08-08 23:00:00,"{'w': '0.1565', 'd': '0.2489', 'l': '0.5946'}",2015,Ligue_1
1873,True,"{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'id': '169', 'title': 'Guingamp', 'short_title': 'GUI'}","{'h': '1', 'a': '0'}","{'h': '0.27314', 'a': '0.406765'}",2015-08-08 23:00:00,"{'w': '0.165', 'd': '0.5651', 'l': '0.2699'}",2015,Ligue_1
1874,True,"{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '1', 'a': '2'}","{'h': '0.459874', 'a': '2.81413'}",2015-08-08 23:00:00,"{'w': '0.0105', 'd': '0.0542', 'l': '0.9353'}",2015,Ligue_1
1875,True,"{'id': '172', 'title': 'Troyes', 'short_title': 'TRO'}","{'id': '173', 'title': 'GFC Ajaccio', 'short_title': 'AJA'}","{'h': '0', 'a': '0'}","{'h': '0.394458', 'a': '1.05977'}",2015-08-08 23:00:00,"{'w': '0.094', 'd': '0.2943', 'l': '0.6117'}",2015,Ligue_1
1876,True,"{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'id': '175', 'title': 'Saint-Etienne', 'short_title': 'SEN'}","{'h': '2', 'a': '1'}","{'h': '0.483519', 'a': '0.928139'}",2015-08-09 19:00:00,"{'w': '0.1721', 'd': '0.3619', 'l': '0.466'}",2015,Ligue_1
1877,True,"{'id': '176', 'title': 'Bordeaux', 'short_title': 'BOR'}","{'id': '177', 'title': 'Reims', 'short_title': 'REI'}","{'h': '1', 'a': '2'}","{'h': '1.10655', 'a': '1.59495'}",2015-08-09 19:00:00,"{'w': '0.182', 'd': '0.3285', 'l': '0.4895'}",2015,Ligue_1
1878,True,"{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'h': '0', 'a': '0'}","{'h': '1.07521', 'a': '0.766583'}",2015-08-09 23:00:00,"{'w': '0.415', 'd': '0.3375', 'l': '0.2475'}",2015,Ligue_1
