team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Lille,160,2015,Ligue_1,,,,,,,,,,,,,
Paris Saint Germain,161,2015,Ligue_1,,,,,,,,,,,,,
SC Bastia,162,2015,Ligue_1,,,,,,,,,,,,,
Rennes,163,2015,Ligue_1,,,,,,,,,,,,,
Marseille,164,2015,Ligue_1,,,,,,,,,,,,,
Caen,165,2015,Ligue_1,,,,,,,,,,,,,
Montpellier,166,2015,Ligue_1,,,,,,,,,,,,,
Angers,167,2015,Ligue_1,,,,,,,,,,,,,
Nantes,168,2015,Ligue_1,,,,,,,,,,,,,
Guingamp,169,2015,Ligue_1,,,,,,,,,,,,,
Nice,170,2015,Ligue_1,,,,,,,,,,,,,
Monaco,171,2015,Ligue_1,,,,,,,,,,,,,
Troyes,172,2015,Ligue_1,,,,,,,,,,,,,
GFC Ajaccio,173,2015,Ligue_1,,,,,,,,,,,,,
Toulouse,174,2015,Ligue_1,,,,,,,,,,,,,
Saint-Etienne,175,2015,Ligue_1,,,,,,,,,,,,,
Bordeaux,176,2015,Ligue_1,,,,,,,,,,,,,
Reims,177,2015,Ligue_1,,,,,,,,,,,,,
Lyon,178,2015,Ligue_1,,,,,,,,,,,,,
Lorient,179,2015,Ligue_1,,,,,,,,,,,,,
