team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Malaga,137,2017,La_liga,,,,,,,,,,,,,
Sevilla,138,2017,La_liga,,,,,,,,,,,,,
Deportivo La Coruna,139,2017,La_liga,,,,,,,,,,,,,
Real Sociedad,140,2017,La_liga,,,,,,,,,,,,,
Espanyol,141,2017,La_liga,,,,,,,,,,,,,
Getafe,142,2017,La_liga,,,,,,,,,,,,,
Atletico Madrid,143,2017,La_liga,,,,,,,,,,,,,
Las Palmas,144,2017,La_liga,,,,,,,,,,,,,
Valencia,146,2017,La_liga,,,,,,,,,,,,,
Athletic Club,147,2017,La_liga,,,,,,,,,,,,,
Barcelona,148,2017,La_liga,,,,,,,,,,,,,
Real Madrid,150,2017,La_liga,,,,,,,,,,,,,
Levante,151,2017,La_liga,,,,,,,,,,,,,
Celta Vigo,152,2017,La_liga,,,,,,,,,,,,,
Real Betis,153,2017,La_liga,,,,,,,,,,,,,
Villarreal,154,2017,La_liga,,,,,,,,,,,,,
Eibar,156,2017,La_liga,,,,,,,,,,,,,
Alaves,158,2017,La_liga,,,,,,,,,,,,,
Leganes,159,2017,La_liga,,,,,,,,,,,,,
Girona,223,2017,La_liga,,,,,,,,,,,,,
