group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,DC,31,3,24,2406,3.529998926445842,0,0.097673699259758,1,2025,Everton,1,1,3,3.529998926445842,4.576998236589134,3.578602814115584,1653,Michael Keane
season,DC,14,3,10,1043,1.126571523025632,0,0.12363456189632416,1,2024,Everton,5,0,3,1.126571523025632,1.2807953245937824,1.2518547140061855,1653,Michael Keane
season,DC,9,1,6,432,0.9261618256568909,0,0,0,2023,Everton,2,0,1,0.9261618256568909,0.8365163393318653,0.8365163393318653,1653,Michael Keane
season,Sub,12,1,14,982,1.3261511586606503,2,1.0489701740443707,3,2022,Everton,0,0,1,1.3261511586606503,1.2412088364362717,0.4877051580697298,1653,Michael Keane
season,DC,32,3,19,2799,1.2030848106369376,2,1.339627981185913,8,2021,Everton,2,1,3,1.2030848106369376,3.2479775734245777,2.64853598177433,1653,Michael Keane
season,DC,35,3,16,2986,1.5046901144087315,1,1.0852534715086222,7,2020,Everton,4,0,3,1.5046901144087315,6.95178396999836,6.67562198638916,1653,Michael Keane
season,DC,31,2,14,2550,2.021645300090313,0,0.6693382170051336,6,2019,Everton,3,0,2,2.021645300090313,5.468895215541124,4.870128262788057,1653,Michael Keane
season,DC,33,1,31,2970,2.003496803343296,2,1.2424164712429047,8,2018,Everton,2,0,1,2.003496803343296,7.383239086717367,6.8295207768678665,1653,Michael Keane
season,DC,30,0,15,2563,1.2515033166855574,1,0.9502726048231125,4,2017,Everton,3,0,0,1.2515033166855574,1.8874125070869923,1.8523745127022266,1653,Michael Keane
season,DC,35,2,23,3150,1.458498489111662,1,0.9949255008250475,8,2016,Burnley,4,0,2,1.458498489111662,1.3617717996239662,1.1613999027758837,1653,Michael Keane
season,Sub,21,0,11,1585,1.233846327289939,1,0.1899190004914999,5,2014,Burnley,1,0,0,1.233846327289939,1.2576989997178316,1.0240292008966208,1653,Michael Keane
season,Sub,1,0,1,47,0.09967820346355438,0,0.02145479992032051,1,2014,Manchester United,0,0,0,0.09967820346355438,0.022926699370145798,0.022926699370145798,1653,Michael Keane
