group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,DR,24,2,6,1552,0.4660519249737263,3,3.6999834068119526,22,2025,Real Betis,2,0,2,0.4660519249737263,8.213066853582859,6.45217752456665,492,Héctor Bellerín
season,Sub,9,0,1,569,0.11067985743284225,2,1.8224006593227386,8,2024,Real Betis,1,0,0,0.11067985743284225,3.0932593047618866,2.1486966889351606,492,Héctor Bellerín
season,DR,23,0,2,1704,0.3341669738292694,1,1.9478861335664988,15,2023,Real Betis,0,1,0,0.3341669738292694,6.715505924075842,5.353044997900724,492,Héctor Bellerín
season,DR,3,0,0,135,0,0,0.1297370046377182,1,2022,Barcelona,0,0,0,0,2.1420730352401733,2.1420730352401733,492,Héctor Bellerín
season,DR,23,0,10,1977,0.47702249698340893,2,2.4594110026955605,26,2021,Real Betis,2,1,0,0.47702249698340893,8.367293864488602,5.567806905135512,492,Héctor Bellerín
season,DMR,25,1,15,2098,0.8602303061634302,2,2.1715131886303425,21,2020,Arsenal,8,0,1,0.8602303061634302,8.0598920956254,6.266995308920741,492,Héctor Bellerín
season,MR,15,1,7,1164,0.43250470235943794,0,0.449982613325119,3,2019,Arsenal,2,0,1,0.43250470235943794,4.190358854830265,3.453752614557743,492,Héctor Bellerín
season,DR,19,0,18,1539,0.9628542847931385,5,2.4628625456243753,8,2018,Arsenal,3,0,0,0.9628542847931385,8.642918668687344,5.913234882988036,492,Héctor Bellerín
season,DMR,35,2,29,3051,2.469969682395458,3,4.652230934239924,32,2017,Arsenal,5,0,2,2.469969682395458,19.897638525813818,14.828240491449833,492,Héctor Bellerín
season,DR,33,1,22,2496,2.2728806994855404,4,3.5707100834697485,28,2016,Arsenal,4,0,1,2.2728806994855404,12.358971258625388,7.489948648959398,492,Héctor Bellerín
season,DR,36,1,13,3240,0.7077546939253807,5,4.75375734642148,24,2015,Arsenal,3,0,1,0.7077546939253807,17.708984507247806,14.370255900546908,492,Héctor Bellerín
season,Sub,20,2,5,1564,0.2796935010701418,1,1.7710434943437576,12,2014,Arsenal,5,0,2,0.2796935010701418,6.440686859190464,5.210578402504325,492,Héctor Bellerín
