team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Lille,160,2017,Ligue_1,,,,,,,,,,,,,
Paris Saint Germain,161,2017,Ligue_1,,,,,,,,,,,,,
Rennes,163,2017,Ligue_1,,,,,,,,,,,,,
Marseille,164,2017,Ligue_1,,,,,,,,,,,,,
Caen,165,2017,Ligue_1,,,,,,,,,,,,,
Montpellier,166,2017,Ligue_1,,,,,,,,,,,,,
Angers,167,2017,Ligue_1,,,,,,,,,,,,,
Nantes,168,2017,Ligue_1,,,,,,,,,,,,,
Guingamp,169,2017,Ligue_1,,,,,,,,,,,,,
Nice,170,2017,Ligue_1,,,,,,,,,,,,,
Monaco,171,2017,Ligue_1,,,,,,,,,,,,,
Troyes,172,2017,Ligue_1,,,,,,,,,,,,,
Toulouse,174,2017,Ligue_1,,,,,,,,,,,,,
Saint-Etienne,175,2017,Ligue_1,,,,,,,,,,,,,
Bordeaux,176,2017,Ligue_1,,,,,,,,,,,,,
Lyon,178,2017,Ligue_1,,,,,,,,,,,,,
Metz,180,2017,Ligue_1,,,,,,,,,,,,,
Dijon,181,2017,Ligue_1,,,,,,,,,,,,,
Amiens,224,2017,Ligue_1,,,,,,,,,,,,,
Strasbourg,225,2017,Ligue_1,,,,,,,,,,,,,
