team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Malaga,137,2016,La_liga,,,,,,,,,,,,,
Sevilla,138,2016,La_liga,,,,,,,,,,,,,
Deportivo La Coruna,139,2016,La_liga,,,,,,,,,,,,,
Real Sociedad,140,2016,La_liga,,,,,,,,,,,,,
Espanyol,141,2016,La_liga,,,,,,,,,,,,,
Atletico Madrid,143,2016,La_liga,,,,,,,,,,,,,
Las Palmas,144,2016,La_liga,,,,,,,,,,,,,
Valencia,146,2016,La_liga,,,,,,,,,,,,,
Athletic Club,147,2016,La_liga,,,,,,,,,,,,,
Barcelona,148,2016,La_liga,,,,,,,,,,,,,
Sporting Gijon,149,2016,La_liga,,,,,,,,,,,,,
Real Madrid,150,2016,La_liga,,,,,,,,,,,,,
Celta Vigo,152,2016,La_liga,,,,,,,,,,,,,
Real Betis,153,2016,La_liga,,,,,,,,,,,,,
Villarreal,154,2016,La_liga,,,,,,,,,,,,,
Granada,155,2016,La_liga,,,,,,,,,,,,,
Eibar,156,2016,La_liga,,,,,,,,,,,,,
Osasuna,157,2016,La_liga,,,,,,,,,,,,,
Alaves,158,2016,La_liga,,,,,,,,,,,,,
Leganes,159,2016,La_liga,,,,,,,,,,,,,
