id,isResult,h,a,goals,xG,datetime,forecast,season,league
5149,True,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '1'}","{'h': '0.502227', 'a': '2.37394'}",2014-08-30 17:00:00,"{'w': '0.0363', 'd': '0.123', 'l': '0.8407'}",2014,Serie_A
5150,True,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '2', 'a': '0'}","{'h': '2.24014', 'a': '0.377616'}",2014-08-30 19:45:00,"{'w': '0.8584', 'd': '0.1091', 'l': '0.0325'}",2014,Serie_A
5151,True,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '0', 'a': '0'}","{'h': '0.880993', 'a': '0.727137'}",2014-08-31 17:00:00,"{'w': '0.3666', 'd': '0.3684', 'l': '0.265'}",2014,Serie_A
5152,True,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '3', 'a': '1'}","{'h': '2.01129', 'a': '2.03815'}",2014-08-31 17:00:00,"{'w': '0.3548', 'd': '0.2729', 'l': '0.3723'}",2014,Serie_A
5153,True,"{'id': '100', 'title': 'Palermo', 'short_title': 'PAL'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '1', 'a': '1'}","{'h': '0.922943', 'a': '0.803464'}",2014-08-31 19:45:00,"{'w': '0.3607', 'd': '0.3576', 'l': '0.2817'}",2014,Serie_A
5154,True,"{'id': '203', 'title': 'Cesena', 'short_title': 'CES'}","{'id': '204', 'title': 'Parma', 'short_title': 'PAR'}","{'h': '1', 'a': '0'}","{'h': '1.09417', 'a': '0.438551'}",2014-08-31 19:45:00,"{'w': '0.5674', 'd': '0.306', 'l': '0.1266'}",2014,Serie_A
5155,True,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '1', 'a': '2'}","{'h': '0.520545', 'a': '1.79022'}",2014-08-31 19:45:00,"{'w': '0.0746', 'd': '0.1947', 'l': '0.7307'}",2014,Serie_A
5156,True,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '1', 'a': '1'}","{'h': '1.08028', 'a': '0.852461'}",2014-08-31 19:45:00,"{'w': '0.3981', 'd': '0.3295', 'l': '0.2724'}",2014,Serie_A
5157,True,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '0', 'a': '0'}","{'h': '1.09973', 'a': '1.31374'}",2014-08-31 19:45:00,"{'w': '0.2818', 'd': '0.3246', 'l': '0.3936'}",2014,Serie_A
5158,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '2', 'a': '0'}","{'h': '1.68654', 'a': '0.68925'}",2014-08-31 19:45:00,"{'w': '0.6575', 'd': '0.2216', 'l': '0.1209'}",2014,Serie_A
5109,True,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '0', 'a': '1'}","{'h': '0.593046', 'a': '1.37321'}",2014-09-13 17:00:00,"{'w': '0.1119', 'd': '0.249', 'l': '0.6391'}",2014,Serie_A
5110,True,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '2', 'a': '0'}","{'h': '1.10828', 'a': '0.201525'}",2014-09-13 19:45:00,"{'w': '0.6177', 'd': '0.3198', 'l': '0.0625'}",2014,Serie_A
5111,True,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '2', 'a': '0'}","{'h': '0.421195', 'a': '0.389513'}",2014-09-14 11:30:00,"{'w': '0.2547', 'd': '0.5121', 'l': '0.2332'}",2014,Serie_A
5112,True,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '203', 'title': 'Cesena', 'short_title': 'CES'}","{'h': '3', 'a': '0'}","{'h': '1.55271', 'a': '0.154651'}",2014-09-14 14:00:00,"{'w': '0.7773', 'd': '0.1941', 'l': '0.0286'}",2014,Serie_A
5113,True,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '0', 'a': '1'}","{'h': '2.2055', 'a': '0.667533'}",2014-09-14 14:00:00,"{'w': '0.7708', 'd': '0.1662', 'l': '0.063'}",2014,Serie_A
5114,True,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '0', 'a': '0'}","{'h': '2.09923', 'a': '0.230085'}",2014-09-14 14:00:00,"{'w': '0.8606', 'd': '0.1174', 'l': '0.022'}",2014,Serie_A
5115,True,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '1', 'a': '2'}","{'h': '3.00775', 'a': '0.616984'}",2014-09-14 14:00:00,"{'w': '0.9131', 'd': '0.0693', 'l': '0.0176'}",2014,Serie_A
5116,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '7', 'a': '0'}","{'h': '3.96571', 'a': '0.483421'}",2014-09-14 14:00:00,"{'w': '0.9807', 'd': '0.015', 'l': '0.0043'}",2014,Serie_A
5117,True,"{'id': '204', 'title': 'Parma', 'short_title': 'PAR'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '4', 'a': '5'}","{'h': '1.43019', 'a': '3.77794'}",2014-09-14 19:45:00,"{'w': '0.0297', 'd': '0.0792', 'l': '0.8911'}",2014,Serie_A
5118,True,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '100', 'title': 'Palermo', 'short_title': 'PAL'}","{'h': '2', 'a': '1'}","{'h': '2.10454', 'a': '1.38681'}",2014-09-15 19:45:00,"{'w': '0.5683', 'd': '0.2488', 'l': '0.1829'}",2014,Serie_A
5119,True,"{'id': '203', 'title': 'Cesena', 'short_title': 'CES'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '2', 'a': '2'}","{'h': '2.03766', 'a': '2.57707'}",2014-09-20 17:00:00,"{'w': '0.2502', 'd': '0.2533', 'l': '0.4965'}",2014,Serie_A
5120,True,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '1'}","{'h': '0.281427', 'a': '1.44109'}",2014-09-20 19:45:00,"{'w': '0.05', 'd': '0.2153', 'l': '0.7347'}",2014,Serie_A
5121,True,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '204', 'title': 'Parma', 'short_title': 'PAR'}","{'h': '2', 'a': '3'}","{'h': '1.34921', 'a': '0.934229'}",2014-09-21 11:30:00,"{'w': '0.4998', 'd': '0.3042', 'l': '0.196'}",2014,Serie_A
5122,True,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '1', 'a': '0'}","{'h': '1.18602', 'a': '1.97129'}",2014-09-21 14:00:00,"{'w': '0.1956', 'd': '0.2386', 'l': '0.5658'}",2014,Serie_A
5123,True,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '2', 'a': '0'}","{'h': '1.52229', 'a': '0.493968'}",2014-09-21 14:00:00,"{'w': '0.7028', 'd': '0.2207', 'l': '0.0765'}",2014,Serie_A
5124,True,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '0', 'a': '0'}","{'h': '0.656603', 'a': '0.654804'}",2014-09-21 14:00:00,"{'w': '0.3037', 'd': '0.3964', 'l': '0.2999'}",2014,Serie_A
5125,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '1', 'a': '0'}","{'h': '0.693168', 'a': '0.436016'}",2014-09-21 17:00:00,"{'w': '0.4044', 'd': '0.416', 'l': '0.1796'}",2014,Serie_A
5126,True,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '0', 'a': '1'}","{'h': '1.1469', 'a': '1.02956'}",2014-09-21 17:00:00,"{'w': '0.3735', 'd': '0.3111', 'l': '0.3154'}",2014,Serie_A
5127,True,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '0', 'a': '1'}","{'h': '2.62344', 'a': '1.22043'}",2014-09-21 19:45:00,"{'w': '0.7452', 'd': '0.1715', 'l': '0.0833'}",2014,Serie_A
5128,True,"{'id': '100', 'title': 'Palermo', 'short_title': 'PAL'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '1', 'a': '1'}","{'h': '0.584764', 'a': '0.477134'}",2014-09-21 19:45:00,"{'w': '0.3057', 'd': '0.4547', 'l': '0.2396'}",2014,Serie_A
5129,True,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '2', 'a': '2'}","{'h': '2.03406', 'a': '0.58264'}",2014-09-23 19:45:00,"{'w': '0.7647', 'd': '0.1691', 'l': '0.0662'}",2014,Serie_A
5130,True,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '0', 'a': '0'}","{'h': '1.0464', 'a': '0.159402'}",2014-09-24 19:45:00,"{'w': '0.6368', 'd': '0.3176', 'l': '0.0456'}",2014,Serie_A
5131,True,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '2', 'a': '2'}","{'h': '1.82598', 'a': '1.6167'}",2014-09-24 19:45:00,"{'w': '0.425', 'd': '0.2632', 'l': '0.3118'}",2014,Serie_A
5132,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '2', 'a': '0'}","{'h': '1.81087', 'a': '0.421513'}",2014-09-24 19:45:00,"{'w': '0.7765', 'd': '0.1751', 'l': '0.0484'}",2014,Serie_A
5133,True,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '203', 'title': 'Cesena', 'short_title': 'CES'}","{'h': '3', 'a': '0'}","{'h': '2.23177', 'a': '0.0127481'}",2014-09-24 19:45:00,"{'w': '0.9454', 'd': '0.0543', 'l': '0.0003'}",2014,Serie_A
5134,True,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '1', 'a': '2'}","{'h': '0.775745', 'a': '1.296'}",2014-09-24 19:45:00,"{'w': '0.2017', 'd': '0.2926', 'l': '0.5057'}",2014,Serie_A
5135,True,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '100', 'title': 'Palermo', 'short_title': 'PAL'}","{'h': '3', 'a': '3'}","{'h': '1.53135', 'a': '1.11014'}",2014-09-24 19:45:00,"{'w': '0.4694', 'd': '0.2824', 'l': '0.2482'}",2014,Serie_A
5136,True,"{'id': '204', 'title': 'Parma', 'short_title': 'PAR'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '1', 'a': '2'}","{'h': '0.334683', 'a': '0.82541'}",2014-09-24 19:45:00,"{'w': '0.1373', 'd': '0.398', 'l': '0.4647'}",2014,Serie_A
5137,True,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '2', 'a': '1'}","{'h': '1.78275', 'a': '0.270687'}",2014-09-24 19:45:00,"{'w': '0.8129', 'd': '0.1582', 'l': '0.0289'}",2014,Serie_A
5138,True,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '0', 'a': '1'}","{'h': '0.940274', 'a': '1.062'}",2014-09-25 19:45:00,"{'w': '0.2936', 'd': '0.3156', 'l': '0.3908'}",2014,Serie_A
5139,True,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '2', 'a': '0'}","{'h': '2.69285', 'a': '0.353371'}",2014-09-27 17:00:00,"{'w': '0.9055', 'd': '0.0748', 'l': '0.0197'}",2014,Serie_A
5140,True,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '3'}","{'h': '1.01149', 'a': '2.69489'}",2014-09-27 19:45:00,"{'w': '0.0342', 'd': '0.1355', 'l': '0.8303'}",2014,Serie_A
5141,True,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '0', 'a': '1'}","{'h': '0.759409', 'a': '1.39971'}",2014-09-28 11:30:00,"{'w': '0.1592', 'd': '0.2794', 'l': '0.5614'}",2014,Serie_A
5142,True,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '1', 'a': '1'}","{'h': '1.04433', 'a': '1.37293'}",2014-09-28 14:00:00,"{'w': '0.2681', 'd': '0.2853', 'l': '0.4466'}",2014,Serie_A
5143,True,"{'id': '203', 'title': 'Cesena', 'short_title': 'CES'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '1', 'a': '1'}","{'h': '1.13049', 'a': '0.876708'}",2014-09-28 14:00:00,"{'w': '0.424', 'd': '0.3458', 'l': '0.2302'}",2014,Serie_A
5144,True,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '1', 'a': '1'}","{'h': '0.837322', 'a': '1.67402'}",2014-09-28 14:00:00,"{'w': '0.1356', 'd': '0.2339', 'l': '0.6305'}",2014,Serie_A
5145,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '1', 'a': '4'}","{'h': '1.30307', 'a': '3.32315'}",2014-09-28 14:00:00,"{'w': '0.067', 'd': '0.112', 'l': '0.821'}",2014,Serie_A
5146,True,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '0', 'a': '1'}","{'h': '0.203654', 'a': '0.252545'}",2014-09-28 19:45:00,"{'w': '0.1434', 'd': '0.6682', 'l': '0.1884'}",2014,Serie_A
