team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Verona,94,2014,Serie_A,,,,,,,,,,,,,
Roma,95,2014,Serie_A,,,,,,,,,,,,,
Lazio,96,2014,Serie_A,,,,,,,,,,,,,
Juventus,98,2014,Serie_A,,,,,,,,,,,,,
Udinese,99,2014,Serie_A,,,,,,,,,,,,,
Palermo,100,2014,Serie_A,,,,,,,,,,,,,
Genoa,101,2014,Serie_A,,,,,,,,,,,,,
Sampdoria,102,2014,Serie_A,,,,,,,,,,,,,
Sassuolo,104,2014,Serie_A,,,,,,,,,,,,,
Napoli,105,2014,Serie_A,,,,,,,,,,,,,
Inter,106,2014,Serie_A,,,,,,,,,,,,,
Atalanta,107,2014,Serie_A,,,,,,,,,,,,,
Empoli,108,2014,Serie_A,,,,,,,,,,,,,
Chievo,109,2014,Serie_A,,,,,,,,,,,,,
Fiorentina,110,2014,Serie_A,,,,,,,,,,,,,
AC Milan,111,2014,Serie_A,,,,,,,,,,,,,
Torino,113,2014,Serie_A,,,,,,,,,,,,,
Cagliari,116,2014,Serie_A,,,,,,,,,,,,,
Cesena,203,2014,Serie_A,,,,,,,,,,,,,
Parma,204,2014,Serie_A,,,,,,,,,,,,,
