id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,player_name
486915,47,SavedShot,0.9630000305175781,0.3240000152587891,0.05279169976711273,Rasmus Højlund,a,11055,OpenPlay,2022,LeftFoot,18629,Monza,Atalanta,0,2,2022-09-05 16:30:00,Éderson,Pass,Rasmus Højlund
486919,56,Goal,0.9319999694824219,0.5029999923706054,0.5745649933815002,Rasmus Højlund,a,11055,OpenPlay,2022,RightFoot,18629,Monza,Atalanta,0,2,2022-09-05 16:30:00,Ademola Lookman,Pass,Rasmus Højlund
493309,80,SavedShot,0.9059999847412109,0.6790000152587891,0.3251749873161316,Rasmus Højlund,h,11055,OpenPlay,2022,LeftFoot,18672,Atalanta,Sassuolo,2,1,2022-10-15 18:45:00,,BallRecovery,Rasmus Højlund
493313,93,BlockedShot,0.9059999847412109,0.6090000152587891,0.09281890094280243,Rasmus Højlund,h,11055,OpenPlay,2022,LeftFoot,18672,Atalanta,Sassuolo,2,1,2022-10-15 18:45:00,Nadir Zortea,Chipped,Rasmus Højlund
496997,45,SavedShot,0.91,0.6469999694824219,0.13745500147342682,Rasmus Højlund,a,11055,OpenPlay,2022,LeftFoot,18693,Empoli,Atalanta,0,2,2022-10-30 11:30:00,Ademola Lookman,Throughball,Rasmus Højlund
496995,45,BlockedShot,0.9309999847412109,0.5529999923706055,0.09794189780950546,Rasmus Højlund,a,11055,FromCorner,2022,Head,18693,Empoli,Atalanta,0,2,2022-10-30 11:30:00,Teun Koopmeiners,Cross,Rasmus Højlund
497002,63,MissedShots,0.85,0.46299999237060546,0.12054900079965591,Rasmus Højlund,a,11055,OpenPlay,2022,LeftFoot,18693,Empoli,Atalanta,0,2,2022-10-30 11:30:00,Rafael Toloi,Pass,Rasmus Højlund
498179,2,SavedShot,0.885,0.41,0.32969799637794495,Rasmus Højlund,h,11055,OpenPlay,2022,RightFoot,18702,Atalanta,Napoli,1,2,2022-11-05 17:00:00,Ademola Lookman,Pass,Rasmus Højlund
498182,12,BlockedShot,0.9480000305175781,0.28700000762939454,0.10061699897050858,Rasmus Højlund,h,11055,OpenPlay,2022,LeftFoot,18702,Atalanta,Napoli,1,2,2022-11-05 17:00:00,Mario Pasalic,Chipped,Rasmus Højlund
498196,62,MissedShots,0.899000015258789,0.45799999237060546,0.3362770080566406,Rasmus Højlund,h,11055,OpenPlay,2022,RightFoot,18702,Atalanta,Napoli,1,2,2022-11-05 17:00:00,Ademola Lookman,Cross,Rasmus Højlund
