group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,30,6,26,1205,8.714824497699738,3,1.5350692998617887,14,2025,AC Milan,0,0,2,5.669629216194153,8.19268460944295,2.42829916626215,3300,Christopher Nkunku
season,AML,27,3,25,878,5.027925219386816,2,2.0136311538517475,14,2024,Chelsea,2,0,3,5.027925219386816,6.769540551118553,1.954516883008182,3300,Christopher Nkunku
season,Sub,11,3,16,416,2.4121735505759716,0,0.2275804504752159,3,2023,Chelsea,0,0,3,2.4121735505759716,4.83782403729856,2.7286274563521147,3300,Christopher Nkunku
season,FW,25,16,74,1897,16.290899142622948,4,4.9029772616922855,38,2022,RasenBallsport Leipzig,4,0,13,13.25986534357071,19.322517298161983,4.799339268356562,3300,Christopher Nkunku
season,AML,34,20,82,2750,15.58956778421998,13,9.910539161413908,63,2021,RasenBallsport Leipzig,2,0,19,14.831789795309305,28.34562087804079,6.817460434511304,3300,Christopher Nkunku
season,Sub,28,6,55,1890,7.504059938713908,6,7.618338754400611,71,2020,RasenBallsport Leipzig,2,0,6,7.504059938713908,17.105754286050797,7.340989783406258,3300,Christopher Nkunku
season,Sub,32,5,52,1918,8.300862716510892,13,9.998646676540375,73,2019,RasenBallsport Leipzig,2,0,5,8.300862716510892,21.60757404565811,8.681429084390402,3300,Christopher Nkunku
season,FWR,22,3,23,1162,2.7180930161848664,2,3.247805865481496,17,2018,Paris Saint Germain,0,0,3,2.7180930161848664,12.054159879684448,7.473285658285022,3300,Christopher Nkunku
season,Sub,20,4,20,615,2.613045159727335,0,0.4945923984050751,4,2017,Paris Saint Germain,0,0,4,2.613045159727335,7.154546916484833,4.28448498994112,3300,Christopher Nkunku
season,MC,8,1,7,400,0.6498409956693649,0,0.07221710123121738,3,2016,Paris Saint Germain,2,0,1,0.6498409956693649,1.1016705110669136,0.40363189950585365,3300,Christopher Nkunku
season,MC,5,0,1,331,0.02152879908680916,0,0.03969680145382881,2,2015,Paris Saint Germain,0,0,0,0.02152879908680916,1.1745820045471191,1.1530530154705048,3300,Christopher Nkunku
