team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Lille,160,2016,Ligue_1,a,1.87778,2.31706,1.87778,0.796872,"{'att': 213, 'def': 14}","{'att': 315, 'def': 27}",4,4,2,3,1.0010000000000001,l,2016-08-13 22:00:00,0,0,1,0,1.080908
Lille,160,2016,Ligue_1,h,0.877699,0.524902,0.877699,0.524902,"{'att': 274, 'def': 27}","{'att': 333, 'def': 33}",9,4,1,0,1.6559000000000001,w,2016-08-20 22:00:00,1,0,0,3,0.352797
Lille,160,2016,Ligue_1,a,0.415974,1.7221,0.415974,1.7221,"{'att': 362, 'def': 34}","{'att': 285, 'def': 23}",4,5,1,1,0.37360000000000004,d,2016-08-27 22:00:00,0,1,0,1,-1.306126
Lille,160,2016,Ligue_1,h,0.67898,1.48764,0.67898,1.48764,"{'att': 265, 'def': 33}","{'att': 295, 'def': 27}",1,2,1,4,0.6444,l,2016-09-10 22:00:00,0,0,1,0,-0.80866
Lille,160,2016,Ligue_1,a,0.5211,1.29048,0.5211,0.530383,"{'att': 210, 'def': 25}","{'att': 436, 'def': 22}",3,3,0,1,0.585,l,2016-09-17 22:00:00,0,0,1,0,-0.009283000000000041
Lille,160,2016,Ligue_1,h,0.765814,1.4716,0.765814,1.4716,"{'att': 120, 'def': 20}","{'att': 310, 'def': 32}",4,5,1,2,0.7508999999999999,l,2016-09-20 21:00:00,0,0,1,0,-0.705786
Lille,160,2016,Ligue_1,a,0.918539,1.25811,0.918539,1.25811,"{'att': 346, 'def': 19}","{'att': 136, 'def': 22}",7,8,1,3,1.0182,l,2016-09-25 17:00:00,0,0,1,0,-0.33957100000000007
Lille,160,2016,Ligue_1,h,1.8156,0.256363,1.05551,0.256363,"{'att': 130, 'def': 28}","{'att': 284, 'def': 21}",3,2,1,0,2.6946999999999997,w,2016-10-01 22:00:00,1,0,0,3,0.7991469999999999
Lille,160,2016,Ligue_1,a,0.605277,1.8024,0.605277,1.8024,"{'att': 181, 'def': 40}","{'att': 232, 'def': 17}",5,6,0,1,0.4863,l,2016-10-15 22:00:00,0,0,1,0,-1.197123
Lille,160,2016,Ligue_1,h,1.74418,0.200333,1.74418,0.200333,"{'att': 194, 'def': 30}","{'att': 247, 'def': 25}",4,3,2,1,2.6261,w,2016-10-22 22:00:00,1,0,0,3,1.543847
Lille,160,2016,Ligue_1,h,1.18702,2.23771,1.18702,2.23771,"{'att': 396, 'def': 29}","{'att': 160, 'def': 31}",3,8,0,1,0.6511,l,2016-10-28 22:45:00,0,0,1,0,-1.05069
Lille,160,2016,Ligue_1,a,0.280156,1.04359,0.280156,1.04359,"{'att': 223, 'def': 24}","{'att': 463, 'def': 22}",1,7,0,1,0.5488999999999999,l,2016-11-05 23:00:00,0,0,1,0,-0.763434
Lille,160,2016,Ligue_1,h,0.517087,1.57175,0.517087,1.57175,"{'att': 353, 'def': 32}","{'att': 192, 'def': 28}",4,10,0,1,0.507,l,2016-11-18 23:45:00,0,0,1,0,-1.0546630000000001
Lille,160,2016,Ligue_1,a,0.342108,0.233622,0.342108,0.233622,"{'att': 291, 'def': 25}","{'att': 215, 'def': 38}",1,1,0,0,1.3268,d,2016-11-26 23:00:00,0,1,0,1,0.10848600000000003
Lille,160,2016,Ligue_1,h,1.69332,1.30786,1.69332,1.30786,"{'att': 249, 'def': 27}","{'att': 378, 'def': 43}",2,1,4,2,1.6581000000000001,w,2016-11-29 22:00:00,1,0,0,3,0.3854599999999999
Lille,160,2016,Ligue_1,a,1.633,1.58825,1.633,0.828151,"{'att': 215, 'def': 18}","{'att': 291, 'def': 34}",3,4,1,0,1.3536000000000001,w,2016-12-03 23:00:00,1,0,0,3,0.804849
Lille,160,2016,Ligue_1,h,1.71742,1.33351,1.71742,1.33351,"{'att': 318, 'def': 24}","{'att': 277, 'def': 29}",6,6,2,1,1.7016,w,2016-12-10 23:00:00,1,0,0,3,0.38391
Lille,160,2016,Ligue_1,a,0.828531,1.1828,0.828531,1.1828,"{'att': 318, 'def': 24}","{'att': 230, 'def': 32}",5,5,0,2,1.053,l,2016-12-18 20:00:00,0,0,1,0,-0.35426900000000006
Lille,160,2016,Ligue_1,h,2.35587,0.757351,1.59577,0.757351,"{'att': 171, 'def': 25}","{'att': 306, 'def': 39}",4,1,1,1,2.515,d,2016-12-21 23:50:00,0,1,0,1,0.8384189999999999
Lille,160,2016,Ligue_1,h,1.35102,0.469664,1.35102,0.469664,"{'att': 221, 'def': 30}","{'att': 317, 'def': 20}",2,7,1,1,2.2262000000000004,d,2017-01-13 23:45:00,0,1,0,1,0.881356
Lille,160,2016,Ligue_1,a,0.693361,1.21244,0.693361,1.21244,"{'att': 281, 'def': 18}","{'att': 251, 'def': 47}",1,5,0,0,0.9006,d,2017-01-21 22:00:00,0,1,0,1,-0.519079
Lille,160,2016,Ligue_1,a,1.63684,1.93973,0.876749,1.17964,"{'att': 327, 'def': 25}","{'att': 134, 'def': 39}",2,2,2,1,1.1172,w,2017-01-28 19:00:00,1,0,0,3,-0.302891
