id,isResult,h,a,goals,xG,datetime,forecast,season,league
2249,True,"{'id': '162', 'title': 'SC Bastia', 'short_title': 'BAS'}","{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'h': '0', 'a': '1'}","{'h': '0.828385', 'a': '0.664887'}",2016-08-12 22:00:00,"{'w': '0.3629', 'd': '0.3789', 'l': '0.2582'}",2016,Ligue_1
2250,True,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '169', 'title': 'Guingamp', 'short_title': 'GUI'}","{'h': '2', 'a': '2'}","{'h': '2.49641', 'a': '0.699022'}",2016-08-12 22:30:00,"{'w': '0.831', 'd': '0.1269', 'l': '0.0421'}",2016,Ligue_1
2251,True,"{'id': '176', 'title': 'Bordeaux', 'short_title': 'BOR'}","{'id': '175', 'title': 'Saint-Etienne', 'short_title': 'SEN'}","{'h': '3', 'a': '2'}","{'h': '1.16592', 'a': '1.50131'}",2016-08-13 19:00:00,"{'w': '0.2683', 'd': '0.2894', 'l': '0.4423'}",2016,Ligue_1
2252,True,"{'id': '166', 'title': 'Montpellier', 'short_title': 'MPL'}","{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'h': '1', 'a': '0'}","{'h': '0.879179', 'a': '0.49342'}",2016-08-13 22:00:00,"{'w': '0.4457', 'd': '0.3675', 'l': '0.1868'}",2016,Ligue_1
2253,True,"{'id': '165', 'title': 'Caen', 'short_title': 'CAE'}","{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'h': '3', 'a': '2'}","{'h': '2.27284', 'a': '1.9864'}",2016-08-13 22:00:00,"{'w': '0.4333', 'd': '0.2611', 'l': '0.3056'}",2016,Ligue_1
2254,True,"{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'h': '3', 'a': '2'}","{'h': '2.31706', 'a': '1.87778'}",2016-08-13 22:00:00,"{'w': '0.4874', 'd': '0.2684', 'l': '0.2442'}",2016,Ligue_1
2255,True,"{'id': '181', 'title': 'Dijon', 'short_title': 'DJN'}","{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'h': '0', 'a': '1'}","{'h': '0.294202', 'a': '1.31806'}",2016-08-13 22:00:00,"{'w': '0.0669', 'd': '0.2396', 'l': '0.6935'}",2016,Ligue_1
2256,True,"{'id': '182', 'title': 'Nancy', 'short_title': 'NAN'}","{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'h': '0', 'a': '3'}","{'h': '0.378703', 'a': '2.32475'}",2016-08-14 17:00:00,"{'w': '0.0291', 'd': '0.1033', 'l': '0.8676'}",2016,Ligue_1
2257,True,"{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'h': '1', 'a': '0'}","{'h': '0.704696', 'a': '1.16856'}",2016-08-14 19:00:00,"{'w': '0.2019', 'd': '0.3142', 'l': '0.4839'}",2016,Ligue_1
2258,True,"{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'h': '0', 'a': '0'}","{'h': '0.372135', 'a': '0.254141'}",2016-08-14 22:45:00,"{'w': '0.2597', 'd': '0.5822', 'l': '0.1581'}",2016,Ligue_1
