team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Aston Villa,71,2019,EPL,,,,,,,,,,,,,
Everton,72,2019,EPL,,,,,,,,,,,,,
Bournemouth,73,2019,EPL,,,,,,,,,,,,,
Southampton,74,2019,EPL,,,,,,,,,,,,,
Leicester,75,2019,EPL,,,,,,,,,,,,,
Crystal Palace,78,2019,EPL,,,,,,,,,,,,,
Norwich,79,2019,EPL,,,,,,,,,,,,,
Chelsea,80,2019,EPL,,,,,,,,,,,,,
West Ham,81,2019,EPL,,,,,,,,,,,,,
Tottenham,82,2019,EPL,,,,,,,,,,,,,
Arsenal,83,2019,EPL,,,,,,,,,,,,,
Newcastle United,86,2019,EPL,,,,,,,,,,,,,
Liverpool,87,2019,EPL,,,,,,,,,,,,,
Manchester City,88,2019,EPL,,,,,,,,,,,,,
Manchester United,89,2019,EPL,,,,,,,,,,,,,
Watford,90,2019,EPL,,,,,,,,,,,,,
Burnley,92,2019,EPL,,,,,,,,,,,,,
Brighton,220,2019,EPL,,,,,,,,,,,,,
Wolverhampton Wanderers,229,2019,EPL,,,,,,,,,,,,,
Sheffield United,238,2019,EPL,,,,,,,,,,,,,
