group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,DR,35,1,11,2989,0.7253093272447586,1,0.7026072274893522,16,2025,Everton,4,1,1,0.7253093272447586,5.81181266438216,4.980644553899765,12014,Jake O&#039;Brien
season,Sub,20,2,6,1561,1.219971727579832,0,0.6676564291119576,6,2024,Everton,5,0,2,1.219971727579832,4.743709594011307,3.924726217985153,12014,Jake O&#039;Brien
season,DC,27,4,18,2369,3.1601644456386566,2,1.7144725359976292,5,2023,Lyon,4,1,4,3.1601644456386566,6.373841376975179,6.311421249061823,12014,Jake O&#039;Brien
