group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,DC,2,0,0,180,0,0,0,0,2020,Sheffield United,0,0,0,0,0,0,7705,Jack O&#039;Connell
season,DC,33,0,14,2913,0.8287769919261336,1,3.5576168531551957,16,2019,Sheffield United,4,0,0,0.8287769919261336,7.513772958889604,6.3223857544362545,7705,Jack O&#039;Connell
