group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,MC,10,0,3,592,0.15218558348715305,1,0.16579052805900574,1,2024,Lens,2,0,0,0.15218558348715305,1.817709133028984,1.532732516527176,1785,Nampalys Mendy
season,MC,16,0,7,1066,0.160887960344553,1,1.630225621163845,8,2023,Lens,2,0,0,0.160887960344553,6.371999038383365,5.2536304127424955,1785,Nampalys Mendy
season,Sub,19,1,2,743,0.0925476998090744,0,0.027258019894361496,2,2022,Leicester,1,0,1,0.0925476998090744,2.870108552277088,2.8029084466397762,1785,Nampalys Mendy
season,Sub,14,0,1,1041,0.022391699254512787,0,0.027185900136828423,1,2021,Leicester,3,0,0,0.022391699254512787,2.4793485878035426,2.4793485878035426,1785,Nampalys Mendy
season,DMC,23,0,4,1463,0.07761360052973032,1,0.18315480276942253,5,2020,Leicester,5,0,0,0.07761360052973032,3.4879588214680552,3.3244200833141804,1785,Nampalys Mendy
season,Sub,7,0,1,295,0.013872300274670124,0,0.08900730032473803,3,2019,Leicester,0,0,0,0.013872300274670124,1.877275738865137,1.789330393075943,1785,Nampalys Mendy
season,DMC,31,0,2,2085,0.0669059008359909,0,0.21521659567952156,5,2018,Leicester,5,0,0,0.0669059008359909,3.1266149915754795,2.9962816536426544,1785,Nampalys Mendy
season,Sub,14,0,1,967,0.02343050017952919,1,0.05224180035293102,2,2017,Nice,2,0,0,0.02343050017952919,2.076734833419323,2.053304335102439,1785,Nampalys Mendy
season,MC,4,0,0,277,0,0,0.12993699312210083,2,2016,Leicester,1,0,0,0,0.16637669876217842,0.11327220126986504,1785,Nampalys Mendy
season,DMC,38,1,6,3394,0.1356787672266364,2,0.33493250608444214,8,2015,Nice,2,1,1,0.1356787672266364,11.607840023003519,11.38062811549753,1785,Nampalys Mendy
season,MC,36,0,10,3240,0.2356603965163231,0,0.5326540088281035,18,2014,Nice,5,0,0,0.2356603965163231,7.376080640591681,6.715405966155231,1785,Nampalys Mendy
