group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,5,1,2,33,0.5893245413899422,0,0.21137240529060364,2,2025,Napoli,1,0,1,0.5893245413899422,0.3288929834961891,0,594,Romelu Lukaku
season,Sub,36,14,64,2913,13.292909391224384,10,4.244027925655246,34,2024,Napoli,4,0,11,10.247714065015316,16.940836619585752,4.888765563257039,594,Romelu Lukaku
season,Sub,32,13,65,2665,11.805389358662069,3,2.7021777480840683,29,2023,Roma,5,1,13,11.044090582989156,16.639348335564137,3.6604051254689693,594,Romelu Lukaku
season,FW,25,10,51,1675,9.806708738207817,6,4.254219243302941,32,2022,Inter,1,0,8,8.284114763140678,15.382605358958244,4.906544785946608,594,Romelu Lukaku
season,FW,26,8,43,1571,7.020434075966477,0,3.3627560660243034,24,2021,Chelsea,1,0,7,6.2592600379139185,12.035579051822424,3.999414663761854,594,Romelu Lukaku
season,FW,36,24,97,2885,23.425761096179485,11,8.387606982141733,53,2020,Inter,4,0,18,18.85796343535185,30.672939762473106,5.996651898138225,594,Romelu Lukaku
season,FW,36,23,99,2985,20.794337948784232,2,5.124767728149891,53,2019,Inter,2,0,17,16.226585706695914,23.886113854125142,5.316864248365164,594,Romelu Lukaku
season,Sub,32,12,55,2113,13.105172824114561,0,2.3202134016901255,21,2018,Manchester United,4,0,12,13.105172824114561,15.425698295235634,5.4260068498551846,594,Romelu Lukaku
season,FW,34,16,86,2869,15.468227744102478,7,5.473205121234059,33,2017,Manchester United,4,0,16,14.707053691148758,24.643042024224997,7.161958605051041,594,Romelu Lukaku
season,FW,37,25,110,3271,16.66546426527202,6,5.440814970061183,47,2016,Everton,3,0,24,15.904293252155185,21.25198128260672,3.9702027160674334,594,Romelu Lukaku
season,FW,37,18,118,3194,20.058772021904588,6,5.680433500558138,51,2015,Everton,3,0,17,18.536478037014604,24.024904146790504,7.634841322898865,594,Romelu Lukaku
season,FW,36,10,105,2880,12.430796798318624,5,2.350205228663981,37,2014,Everton,1,0,8,10.908533286303282,15.743808025494218,5.078922200948,594,Romelu Lukaku
