group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,FW,30,33,114,2295,28.775406184606254,5,7.104149831458926,39,2025,Bayern Munich,1,0,23,20.43986242543906,33.26354093849659,10.498034562915564,647,Harry Kane
season,FW,31,26,114,2400,24.83850298821926,9,5.889719098806381,36,2024,Bayern Munich,5,0,17,18.018512774258852,30.19251061975956,8.705299209803343,647,Harry Kane
season,FW,32,36,146,2854,33.116344682872295,8,6.784328814595938,31,2023,Bayern Munich,2,0,31,29.327461294829845,38.139976032078266,8.29485059529543,647,Harry Kane
season,FW,38,30,133,3414,23.06444012373686,3,7.547407771460712,57,2022,Tottenham,6,0,25,18.497427217662334,25.079117983579636,5.095352162607014,647,Harry Kane
season,Sub,37,17,133,3229,20.68507192377001,9,9.81828890554607,48,2021,Tottenham,5,0,13,17.640392211265862,31.89218362979591,9.80840826407075,647,Harry Kane
season,FW,35,23,138,3097,22.174864932894707,14,7.57709795050323,49,2020,Tottenham,1,0,19,19.130178958177567,24.995637115091085,4.451255418360233,647,Harry Kane
season,FW,29,18,82,2595,13.297059614676982,2,3.1170066092163324,27,2019,Tottenham,4,0,16,11.774761584121734,16.85461597563699,3.0513017745688558,647,Harry Kane
season,FW,28,17,102,2437,16.12239329330623,4,4.562664708122611,30,2018,Tottenham,5,0,13,13.077754897996783,18.838230956345797,4.841165648773313,647,Harry Kane
season,FW,37,30,183,3094,26.859878040850163,2,3.8204427883028984,34,2017,Tottenham,5,0,28,24.57636994868517,28.5152877997607,7.961639573797584,647,Harry Kane
season,FW,30,29,110,2556,19.820082779973745,7,5.553893640637398,41,2016,Tottenham,3,0,24,15.253082547336817,21.947204602882266,4.126001315191388,647,Harry Kane
season,FW,38,25,159,3382,22.732071943581104,1,3.0885122008621693,44,2015,Tottenham,5,0,20,18.92625818029046,26.939670216292143,8.189030427485704,647,Harry Kane
season,Sub,34,21,112,2589,17.15730034559965,4,3.9225024580955505,27,2014,Tottenham,4,0,19,14.87382235378027,16.48843494337052,5.549698708578944,647,Harry Kane
