team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Bayern Munich,117,2019,Bundesliga,,,,,,,,,,,,,
Bayer Leverkusen,119,2019,Bundesliga,,,,,,,,,,,,,
Hoffenheim,120,2019,Bundesliga,,,,,,,,,,,,,
Augsburg,121,2019,Bundesliga,,,,,,,,,,,,,
Hertha Berlin,122,2019,Bundesliga,,,,,,,,,,,,,
Werder Bremen,123,2019,Bundesliga,,,,,,,,,,,,,
Schalke 04,124,2019,Bundesliga,,,,,,,,,,,,,
Mainz 05,125,2019,Bundesliga,,,,,,,,,,,,,
Borussia Dortmund,129,2019,Bundesliga,,,,,,,,,,,,,
Borussia M.Gladbach,130,2019,Bundesliga,,,,,,,,,,,,,
Wolfsburg,131,2019,Bundesliga,,,,,,,,,,,,,
Eintracht Frankfurt,132,2019,Bundesliga,,,,,,,,,,,,,
FC Cologne,134,2019,Bundesliga,,,,,,,,,,,,,
Freiburg,135,2019,Bundesliga,,,,,,,,,,,,,
RasenBallsport Leipzig,136,2019,Bundesliga,,,,,,,,,,,,,
Paderborn,205,2019,Bundesliga,,,,,,,,,,,,,
Fortuna Duesseldorf,233,2019,Bundesliga,,,,,,,,,,,,,
Union Berlin,240,2019,Bundesliga,,,,,,,,,,,,,
