id,isResult,h,a,goals,xG,datetime,forecast,season,league
12403,True,"{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'h': '2', 'a': '2'}","{'h': '2.47707', 'a': '1.18459'}",2019-08-16 19:30:00,"{'w': '0.7206', 'd': '0.1958', 'l': '0.0836'}",2019,Bundesliga
12404,True,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '233', 'title': 'Fortuna Duesseldorf', 'short_title': 'FOR'}","{'h': '1', 'a': '3'}","{'h': '2.0112', 'a': '1.01536'}",2019-08-17 14:30:00,"{'w': '0.6236', 'd': '0.2279', 'l': '0.1485'}",2019,Bundesliga
12405,True,"{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'h': '3', 'a': '0'}","{'h': '1.88401', 'a': '0.784216'}",2019-08-17 14:30:00,"{'w': '0.6829', 'd': '0.2087', 'l': '0.1084'}",2019,Bundesliga
12406,True,"{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'h': '5', 'a': '1'}","{'h': '3.25906', 'a': '0.904482'}",2019-08-17 14:30:00,"{'w': '0.8839', 'd': '0.0876', 'l': '0.0285'}",2019,Bundesliga
12407,True,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '205', 'title': 'Paderborn', 'short_title': 'PAD'}","{'h': '3', 'a': '2'}","{'h': '2.47615', 'a': '1.20475'}",2019-08-17 14:30:00,"{'w': '0.731', 'd': '0.1972', 'l': '0.0718'}",2019,Bundesliga
12408,True,"{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': '2', 'a': '1'}","{'h': '0.9793', 'a': '0.662001'}",2019-08-17 14:30:00,"{'w': '0.4219', 'd': '0.3539', 'l': '0.2242'}",2019,Bundesliga
12409,True,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'h': '0', 'a': '0'}","{'h': '1.43141', 'a': '0.760773'}",2019-08-17 17:30:00,"{'w': '0.5547', 'd': '0.2717', 'l': '0.1736'}",2019,Bundesliga
12410,True,"{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '1', 'a': '0'}","{'h': '1.8214', 'a': '0.634831'}",2019-08-18 14:30:00,"{'w': '0.7078', 'd': '0.2046', 'l': '0.0876'}",2019,Bundesliga
12411,True,"{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '0', 'a': '4'}","{'h': '0.782907', 'a': '3.93387'}",2019-08-18 17:00:00,"{'w': '0.0132', 'd': '0.0368', 'l': '0.95'}",2019,Bundesliga
12412,True,"{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'h': '1', 'a': '3'}","{'h': '0.937461', 'a': '2.08181'}",2019-08-23 19:30:00,"{'w': '0.1045', 'd': '0.2058', 'l': '0.6897'}",2019,Bundesliga
12413,True,"{'id': '205', 'title': 'Paderborn', 'short_title': 'PAD'}","{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'h': '1', 'a': '3'}","{'h': '1.81166', 'a': '2.38424'}",2019-08-24 14:30:00,"{'w': '0.2365', 'd': '0.2262', 'l': '0.5373'}",2019,Bundesliga
12414,True,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'h': '3', 'a': '2'}","{'h': '1.05096', 'a': '0.841426'}",2019-08-24 14:30:00,"{'w': '0.4031', 'd': '0.3288', 'l': '0.2681'}",2019,Bundesliga
12415,True,"{'id': '233', 'title': 'Fortuna Duesseldorf', 'short_title': 'FOR'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': '1', 'a': '3'}","{'h': '1.12017', 'a': '1.82469'}",2019-08-24 14:30:00,"{'w': '0.1953', 'd': '0.2461', 'l': '0.5586'}",2019,Bundesliga
12416,True,"{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'h': '1', 'a': '3'}","{'h': '1.81289', 'a': '2.09431'}",2019-08-24 14:30:00,"{'w': '0.3105', 'd': '0.2359', 'l': '0.4536'}",2019,Bundesliga
12417,True,"{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'h': '1', 'a': '1'}","{'h': '1.37579', 'a': '0.891198'}",2019-08-24 14:30:00,"{'w': '0.4884', 'd': '0.3129', 'l': '0.1987'}",2019,Bundesliga
