group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,FW,11,1,9,562,0.5422570034861565,0,0.2607949022203684,4,2015,Sunderland,2,0,1,0.5422570034861565,1.2147914990782738,0.7594384998083115,731,Dame N&#039;Doye
season,FW,15,5,42,1195,5.468191267922521,1,1.0798923633992672,12,2014,Hull,3,0,5,5.468191267922521,6.649709481745958,1.1523764915764332,731,Dame N&#039;Doye
season,Sub,14,4,24,832,3.1633129194378853,0,0.3909396007657051,7,2014,Lokomotiv Moscow,3,0,4,3.1633129194378853,3.5878108106553555,0.6635298943147063,731,Dame N&#039;Doye
