id,isResult,h,a,goals,xG,datetime,forecast,season,league
7499,True,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '3', 'a': '0'}","{'h': '1.27155', 'a': '1.39829'}",2017-08-19 17:00:00,"{'w': '0.2892', 'd': '0.2979', 'l': '0.4129'}",2017,Serie_A
7500,True,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '1', 'a': '3'}","{'h': '1.39528', 'a': '2.62234'}",2017-08-19 19:45:00,"{'w': '0.1264', 'd': '0.1934', 'l': '0.6802'}",2017,Serie_A
7501,True,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '0', 'a': '1'}","{'h': '1.48324', 'a': '0.362356'}",2017-08-20 17:00:00,"{'w': '0.7243', 'd': '0.218', 'l': '0.0577'}",2017,Serie_A
7502,True,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '1', 'a': '1'}","{'h': '0.568427', 'a': '0.314472'}",2017-08-20 19:45:00,"{'w': '0.3462', 'd': '0.4859', 'l': '0.1679'}",2017,Serie_A
7503,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '3', 'a': '0'}","{'h': '2.71454', 'a': '0.411971'}",2017-08-20 19:45:00,"{'w': '0.9127', 'd': '0.0688', 'l': '0.0185'}",2017,Serie_A
7504,True,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'h': '0', 'a': '0'}","{'h': '0.757926', 'a': '0.625722'}",2017-08-20 19:45:00,"{'w': '0.3453', 'd': '0.3918', 'l': '0.2629'}",2017,Serie_A
7505,True,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '222', 'title': 'Benevento', 'short_title': 'BEN'}","{'h': '2', 'a': '1'}","{'h': '2.84573', 'a': '1.05409'}",2017-08-20 19:45:00,"{'w': '0.8343', 'd': '0.118', 'l': '0.0477'}",2017,Serie_A
7506,True,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '0', 'a': '0'}","{'h': '0.448836', 'a': '0.973373'}",2017-08-20 19:45:00,"{'w': '0.1421', 'd': '0.3457', 'l': '0.5122'}",2017,Serie_A
7507,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '1', 'a': '2'}","{'h': '0.725552', 'a': '0.422866'}",2017-08-20 19:45:00,"{'w': '0.3895', 'd': '0.4186', 'l': '0.1919'}",2017,Serie_A
7508,True,"{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '0', 'a': '3'}","{'h': '0.302867', 'a': '2.0921'}",2017-08-20 19:45:00,"{'w': '0.025', 'd': '0.1201', 'l': '0.8549'}",2017,Serie_A
