team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Verona,94,2017,Serie_A,,,,,,,,,,,,,
Roma,95,2017,Serie_A,,,,,,,,,,,,,
Lazio,96,2017,Serie_A,,,,,,,,,,,,,
Bologna,97,2017,Serie_A,,,,,,,,,,,,,
Juventus,98,2017,Serie_A,,,,,,,,,,,,,
Udinese,99,2017,Serie_A,,,,,,,,,,,,,
Genoa,101,2017,Serie_A,,,,,,,,,,,,,
Sampdoria,102,2017,Serie_A,,,,,,,,,,,,,
Sassuolo,104,2017,Serie_A,,,,,,,,,,,,,
Napoli,105,2017,Serie_A,,,,,,,,,,,,,
Inter,106,2017,Serie_A,,,,,,,,,,,,,
Atalanta,107,2017,Serie_A,,,,,,,,,,,,,
Chievo,109,2017,Serie_A,,,,,,,,,,,,,
Fiorentina,110,2017,Serie_A,,,,,,,,,,,,,
AC Milan,111,2017,Serie_A,,,,,,,,,,,,,
Torino,113,2017,Serie_A,,,,,,,,,,,,,
Crotone,115,2017,Serie_A,,,,,,,,,,,,,
Cagliari,116,2017,Serie_A,,,,,,,,,,,,,
SPAL 2013,221,2017,Serie_A,,,,,,,,,,,,,
Benevento,222,2017,Serie_A,,,,,,,,,,,,,
