group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,5,0,0,137,0,1,0.05676691234111786,1,2023,Aston Villa,1,0,0,0,0.6117476709187031,0.6117476709187031,508,Calum Chambers
season,Sub,14,0,2,318,0.09931349195539951,0,0.37789756804704666,2,2022,Aston Villa,2,0,0,0.09931349195539951,0.9255801159888506,0.5184373408555984,508,Calum Chambers
season,Sub,11,1,3,829,0.2038417011499405,0,0.12137100100517273,2,2021,Aston Villa,1,0,1,0.2038417011499405,2.2610404826700687,2.2037044800817966,508,Calum Chambers
season,DR,2,0,2,172,0.06179239973425865,0,0.05556109920144081,1,2021,Arsenal,0,0,0,0.06179239973425865,0.3205000013113022,0.20314620435237885,508,Calum Chambers
season,DR,10,0,8,750,0.3639728929847479,2,1.0427637845277786,11,2020,Arsenal,0,0,0,0.3639728929847479,3.8356559574604034,2.8100062385201454,508,Calum Chambers
season,DC,14,1,12,1102,0.6329499976709485,1,2.2414444722235203,7,2019,Arsenal,5,0,1,0.6329499976709485,4.406147539615631,3.21046981215477,508,Calum Chambers
season,DC,31,2,35,2588,2.442220315337181,0,0.9609899809584022,16,2018,Fulham,9,0,2,2.442220315337181,7.281571019440889,6.194431564770639,508,Calum Chambers
season,DC,12,0,10,875,1.5631778556853533,0,0.10316779650747776,2,2017,Arsenal,1,0,0,1.5631778556853533,4.144316524267197,4.0067838579416275,508,Calum Chambers
season,DC,24,1,6,2160,0.7083904268220067,1,0.6078136097639799,6,2016,Middlesbrough,4,0,1,0.7083904268220067,3.522163027897477,3.043673548847437,508,Calum Chambers
season,DC,1,1,2,90,0.13193699717521667,0,0,0,2016,Arsenal,0,0,1,0.13193699717521667,0.08478890359401703,0.08478890359401703,508,Calum Chambers
season,DMC,12,0,2,299,0.13632500171661377,0,0.20185689628124237,2,2015,Arsenal,2,0,0,0.13632500171661377,1.2246594913303852,0.991853591054678,508,Calum Chambers
season,DC,23,1,7,1574,0.8142124898731709,1,0.8842718033120036,11,2014,Arsenal,7,1,1,0.8142124898731709,3.6191986687481403,3.2758464943617582,508,Calum Chambers
