team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Verona,94,2024,Serie_A,,,,,,,,,,,,,
Roma,95,2024,Serie_A,,,,,,,,,,,,,
Lazio,96,2024,Serie_A,,,,,,,,,,,,,
Bologna,97,2024,Serie_A,,,,,,,,,,,,,
Juventus,98,2024,Serie_A,,,,,,,,,,,,,
Udinese,99,2024,Serie_A,,,,,,,,,,,,,
Genoa,101,2024,Serie_A,,,,,,,,,,,,,
Napoli,105,2024,Serie_A,,,,,,,,,,,,,
Inter,106,2024,Serie_A,,,,,,,,,,,,,
Atalanta,107,2024,Serie_A,,,,,,,,,,,,,
Empoli,108,2024,Serie_A,,,,,,,,,,,,,
Fiorentina,110,2024,Serie_A,,,,,,,,,,,,,
AC Milan,111,2024,Serie_A,,,,,,,,,,,,,
Torino,113,2024,Serie_A,,,,,,,,,,,,,
Cagliari,116,2024,Serie_A,,,,,,,,,,,,,
Parma Calcio 1913,230,2024,Serie_A,,,,,,,,,,,,,
Lecce,243,2024,Serie_A,,,,,,,,,,,,,
Venezia,265,2024,Serie_A,,,,,,,,,,,,,
Monza,271,2024,Serie_A,,,,,,,,,,,,,
Como,286,2024,Serie_A,,,,,,,,,,,,,
