team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Verona,94,2024,Serie_A,h,1.80536,0.975176,1.80536,0.975176,"{'att': 322, 'def': 21}","{'att': 137, 'def': 22}",4,6,3,0,2.0865,w,2024-08-18 16:30:00,1,0,0,3,0.830184
Verona,94,2024,Serie_A,h,0.878611,1.36151,0.878611,0.600212,"{'att': 465, 'def': 24}","{'att': 208, 'def': 17}",3,4,0,3,0.8731,l,2024-08-26 18:45:00,0,0,1,0,0.27839900000000006
Verona,94,2024,Serie_A,a,2.09653,1.34735,1.33524,1.34735,"{'att': 286, 'def': 21}","{'att': 173, 'def': 14}",3,4,2,0,1.9606999999999999,w,2024-09-01 16:30:00,1,0,0,3,-0.012110000000000065
Verona,94,2024,Serie_A,a,0.533276,1.79243,0.533276,1.79243,"{'att': 319, 'def': 17}","{'att': 283, 'def': 26}",0,3,1,2,0.3699,l,2024-09-16 18:45:00,0,0,1,0,-1.259154
Verona,94,2024,Serie_A,h,0.777792,1.96682,0.777792,1.20552,"{'att': 435, 'def': 13}","{'att': 178, 'def': 23}",2,7,2,3,0.477,l,2024-09-20 18:45:00,0,0,1,0,-0.4277279999999999
Verona,94,2024,Serie_A,a,1.5544,2.47493,0.793105,2.47493,"{'att': 355, 'def': 32}","{'att': 131, 'def': 21}",3,11,2,3,0.7374,l,2024-09-29 13:00:00,0,0,1,0,-1.6818250000000001
Verona,94,2024,Serie_A,h,2.10738,1.43755,2.10738,1.43755,"{'att': 204, 'def': 23}","{'att': 168, 'def': 11}",9,6,2,1,1.8270000000000002,w,2024-10-04 18:45:00,1,0,0,3,0.6698299999999999
Verona,94,2024,Serie_A,h,0.81446,1.56377,0.81446,1.56377,"{'att': 222, 'def': 22}","{'att': 237, 'def': 21}",5,3,0,3,0.7497,l,2024-10-21 18:45:00,0,0,1,0,-0.7493100000000001
Verona,94,2024,Serie_A,a,0.22446,3.84122,0.22446,3.84122,"{'att': 404, 'def': 22}","{'att': 201, 'def': 20}",1,14,1,6,0.0158,l,2024-10-26 18:45:00,0,0,1,0,-3.6167599999999998
Verona,94,2024,Serie_A,a,0.211464,1.35273,0.211464,1.35273,"{'att': 311, 'def': 24}","{'att': 191, 'def': 20}",0,3,0,1,0.3719,l,2024-10-29 17:30:00,0,0,1,0,-1.141266
Verona,94,2024,Serie_A,h,1.51701,2.38413,1.51701,2.38413,"{'att': 317, 'def': 23}","{'att': 155, 'def': 27}",3,14,3,2,0.7363000000000001,w,2024-11-03 17:00:00,1,0,0,3,-0.8671199999999999
Verona,94,2024,Serie_A,a,0.53544,2.77034,0.53544,2.77034,"{'att': 234, 'def': 22}","{'att': 160, 'def': 14}",2,8,1,3,0.162,l,2024-11-10 14:00:00,0,0,1,0,-2.2349
Verona,94,2024,Serie_A,h,0.554633,2.79774,0.554633,2.79774,"{'att': 558, 'def': 17}","{'att': 219, 'def': 15}",2,10,0,5,0.148,l,2024-11-23 14:00:00,0,0,1,0,-2.243107
Verona,94,2024,Serie_A,a,0.606166,2.64816,0.606166,2.64816,"{'att': 288, 'def': 22}","{'att': 129, 'def': 15}",9,6,0,1,0.20579999999999998,l,2024-11-29 19:45:00,0,0,1,0,-2.041994
Verona,94,2024,Serie_A,h,0.895085,1.2903,0.895085,1.2903,"{'att': 248, 'def': 20}","{'att': 276, 'def': 24}",7,2,1,4,0.9952,l,2024-12-08 14:00:00,0,0,1,0,-0.395215
Verona,94,2024,Serie_A,a,3.70407,2.30533,3.70407,2.30533,"{'att': 247, 'def': 23}","{'att': 190, 'def': 11}",8,8,3,2,2.2184999999999997,w,2024-12-15 14:00:00,1,0,0,3,1.39874
Verona,94,2024,Serie_A,h,0.649472,1.37505,0.649472,1.37505,"{'att': 368, 'def': 36}","{'att': 145, 'def': 15}",5,5,0,1,0.7162000000000001,l,2024-12-20 19:45:00,0,0,1,0,-0.7255780000000001
Verona,94,2024,Serie_A,a,0.798964,2.86482,0.798964,2.86482,"{'att': 232, 'def': 26}","{'att': 108, 'def': 17}",4,5,3,2,0.2411,w,2024-12-30 19:45:00,1,0,0,3,-2.065856
Verona,94,2024,Serie_A,h,0.745287,0.655965,0.745287,0.655965,"{'att': 255, 'def': 26}","{'att': 153, 'def': 26}",5,6,0,0,1.3942,d,2025-01-04 19:45:00,0,1,0,1,0.08932200000000001
Verona,94,2024,Serie_A,a,0.23211,1.59033,0.23211,1.59033,"{'att': 403, 'def': 8}","{'att': 177, 'def': 22}",3,13,0,2,0.2734,l,2025-01-12 19:45:00,0,0,1,0,-1.35822
Verona,94,2024,Serie_A,h,1.48598,1.99415,1.48598,1.99415,"{'att': 419, 'def': 28}","{'att': 156, 'def': 15}",5,5,0,3,1.007,l,2025-01-19 17:00:00,0,0,1,0,-0.50817
Verona,94,2024,Serie_A,a,2.17206,0.709709,2.17206,0.709709,"{'att': 186, 'def': 34}","{'att': 166, 'def': 12}",6,7,1,1,2.494,d,2025-01-27 17:30:00,0,1,0,1,1.462351
Verona,94,2024,Serie_A,a,0.854806,0.279515,0.854806,0.279515,"{'att': 287, 'def': 32}","{'att': 139, 'def': 26}",4,3,1,0,1.8783,w,2025-02-01 14:00:00,1,0,0,3,0.575291
Verona,94,2024,Serie_A,h,1.78844,2.14751,1.78844,2.14751,"{'att': 383, 'def': 17}","{'att': 217, 'def': 12}",4,7,0,5,1.1468,l,2025-02-08 17:00:00,0,0,1,0,-0.35907
Verona,94,2024,Serie_A,a,0.372202,1.8755,0.372202,1.8755,"{'att': 284, 'def': 21}","{'att': 75, 'def': 17}",3,11,0,1,0.2995,l,2025-02-15 19:45:00,0,0,1,0,-1.503298
Verona,94,2024,Serie_A,h,0.450798,1.15567,0.450798,1.15567,"{'att': 308, 'def': 29}","{'att': 207, 'def': 15}",4,2,1,0,0.704,w,2025-02-23 14:00:00,1,0,0,3,-0.7048719999999999
Verona,94,2024,Serie_A,a,0.269838,1.97535,0.269838,1.97535,"{'att': 322, 'def': 8}","{'att': 110, 'def': 17}",1,17,0,2,0.2647,l,2025-03-03 19:45:00,0,0,1,0,-1.705512
Verona,94,2024,Serie_A,h,1.28101,1.38177,1.28101,1.38177,"{'att': 329, 'def': 27}","{'att': 128, 'def': 27}",5,6,1,2,1.2974999999999999,l,2025-03-09 11:30:00,0,0,1,0,-0.10075999999999996
