group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,19,3,17,688,1.87718715518713,0,1.4130290979519486,9,2025,Aston Villa,1,0,3,1.87718715518713,4.981694490648806,3.351036261767149,592,Ross Barkley
season,Sub,20,3,16,507,2.1608064183965325,1,0.9665419245138764,9,2024,Aston Villa,3,0,3,2.1608064183965325,4.782155349850655,3.2661629542708397,592,Ross Barkley
season,MC,32,5,66,2627,4.483209175989032,4,4.823556295596063,43,2023,Luton,6,0,5,4.483209175989032,11.164351560175419,5.912003388628364,592,Ross Barkley
season,Sub,27,4,38,910,4.601358694024384,2,2.518020709976554,30,2022,Nice,1,0,4,4.601358694024384,9.434311349876225,4.726638954132795,592,Ross Barkley
season,Sub,6,1,9,169,1.3613629937171936,0,0.6625455059111118,8,2021,Chelsea,0,0,1,1.3613629937171936,3.7184800505638123,2.1817568838596344,592,Ross Barkley
season,AMC,24,3,38,1539,3.682417007163167,1,4.20376206561923,39,2020,Aston Villa,0,0,3,3.682417007163167,9.674296136945486,3.6273961644619703,592,Ross Barkley
season,Sub,2,0,1,35,0.017517000436782837,0,0.11523900181055069,1,2020,Chelsea,0,0,0,0.017517000436782837,0.2226099967956543,0.08985389769077301,592,Ross Barkley
season,AML,21,1,40,1100,2.8449647277593613,4,2.8602421674877405,24,2019,Chelsea,0,0,1,2.8449647277593613,10.34183919429779,6.369962956756353,592,Ross Barkley
season,MC,27,3,40,1228,3.652173016220331,5,2.515679469332099,22,2018,Chelsea,1,0,3,3.652173016220331,10.356788497418165,5.419116818346083,592,Ross Barkley
season,AMC,2,0,2,134,0.6863798871636391,0,0.07560930028557777,2,2017,Chelsea,0,0,0,0.6863798871636391,1.0438949763774872,0.3280099928379059,592,Ross Barkley
season,FWR,36,5,89,2922,6.935658210888505,8,7.259016836993396,84,2016,Everton,5,0,5,6.935658210888505,16.261969108134508,8.149087453261018,592,Ross Barkley
season,AMC,38,8,95,3102,8.793569456785917,8,5.907710798084736,56,2015,Everton,4,0,6,7.271230440586805,20.876105776056647,11.840945172123611,592,Ross Barkley
season,AMC,29,2,51,1967,3.760159914381802,2,2.5696881152689457,33,2014,Everton,1,0,2,2.9989909129217267,8.090891797095537,4.672089383006096,592,Ross Barkley
