team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Verona,94,2020,Serie_A,,,,,,,,,,,,,
Roma,95,2020,Serie_A,,,,,,,,,,,,,
Lazio,96,2020,Serie_A,,,,,,,,,,,,,
Bologna,97,2020,Serie_A,,,,,,,,,,,,,
Juventus,98,2020,Serie_A,,,,,,,,,,,,,
Udinese,99,2020,Serie_A,,,,,,,,,,,,,
Genoa,101,2020,Serie_A,,,,,,,,,,,,,
Sampdoria,102,2020,Serie_A,,,,,,,,,,,,,
Sassuolo,104,2020,Serie_A,,,,,,,,,,,,,
Napoli,105,2020,Serie_A,,,,,,,,,,,,,
Inter,106,2020,Serie_A,,,,,,,,,,,,,
Atalanta,107,2020,Serie_A,,,,,,,,,,,,,
Fiorentina,110,2020,Serie_A,,,,,,,,,,,,,
AC Milan,111,2020,Serie_A,,,,,,,,,,,,,
Torino,113,2020,Serie_A,,,,,,,,,,,,,
Crotone,115,2020,Serie_A,,,,,,,,,,,,,
Cagliari,116,2020,Serie_A,,,,,,,,,,,,,
Benevento,222,2020,Serie_A,,,,,,,,,,,,,
Parma Calcio 1913,230,2020,Serie_A,,,,,,,,,,,,,
Spezia,260,2020,Serie_A,,,,,,,,,,,,,
