id,isResult,h,a,goals,xG,datetime,forecast,season,league
14173,True,"{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'h': '8', 'a': '0'}","{'h': '4.62088', 'a': '0.14975'}",2020-09-18 18:30:00,"{'w': '0.9948', 'd': '0.0046', 'l': '0.0006'}",2020,Bundesliga
14174,True,"{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'id': '262', 'title': 'Arminia Bielefeld', 'short_title': 'ARM'}","{'h': '1', 'a': '1'}","{'h': '2.46928', 'a': '0.618787'}",2020-09-19 13:30:00,"{'w': '0.8454', 'd': '0.1158', 'l': '0.0388'}",2020,Bundesliga
14175,True,"{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'h': '1', 'a': '3'}","{'h': '1.04515', 'a': '1.42046'}",2020-09-19 13:30:00,"{'w': '0.243', 'd': '0.2882', 'l': '0.4688'}",2020,Bundesliga
14176,True,"{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '2', 'a': '3'}","{'h': '2.40801', 'a': '2.9032'}",2020-09-19 13:30:00,"{'w': '0.2453', 'd': '0.253', 'l': '0.5017'}",2020,Bundesliga
14177,True,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'h': '1', 'a': '4'}","{'h': '0.495892', 'a': '2.05406'}",2020-09-19 13:30:00,"{'w': '0.0616', 'd': '0.1641', 'l': '0.7743'}",2020,Bundesliga
14178,True,"{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'h': '2', 'a': '3'}","{'h': '2.15741', 'a': '2.07011'}",2020-09-19 13:30:00,"{'w': '0.3889', 'd': '0.2421', 'l': '0.369'}",2020,Bundesliga
14179,True,"{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'h': '3', 'a': '0'}","{'h': '1.70398', 'a': '0.510293'}",2020-09-19 16:30:00,"{'w': '0.7372', 'd': '0.2031', 'l': '0.0597'}",2020,Bundesliga
14180,True,"{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'h': '3', 'a': '1'}","{'h': '3.22891', 'a': '1.07201'}",2020-09-20 13:30:00,"{'w': '0.8409', 'd': '0.1113', 'l': '0.0478'}",2020,Bundesliga
14181,True,"{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': '0', 'a': '0'}","{'h': '1.27652', 'a': '0.441229'}",2020-09-20 16:00:00,"{'w': '0.6238', 'd': '0.2774', 'l': '0.0988'}",2020,Bundesliga
14182,True,"{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'h': '1', 'a': '3'}","{'h': '1.55994', 'a': '1.62111'}",2020-09-25 18:30:00,"{'w': '0.3391', 'd': '0.2951', 'l': '0.3658'}",2020,Bundesliga
14183,True,"{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'h': '1', 'a': '4'}","{'h': '1.04484', 'a': '2.9689'}",2020-09-26 13:30:00,"{'w': '0.0465', 'd': '0.1219', 'l': '0.8316'}",2020,Bundesliga
14184,True,"{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'h': '2', 'a': '0'}","{'h': '1.44779', 'a': '1.5267'}",2020-09-26 13:30:00,"{'w': '0.3505', 'd': '0.273', 'l': '0.3765'}",2020,Bundesliga
14185,True,"{'id': '262', 'title': 'Arminia Bielefeld', 'short_title': 'ARM'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': '1', 'a': '0'}","{'h': '0.163242', 'a': '1.3741'}",2020-09-26 13:30:00,"{'w': '0.0248', 'd': '0.181', 'l': '0.7942'}",2020,Bundesliga
14186,True,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'h': '1', 'a': '1'}","{'h': '1.47627', 'a': '0.771461'}",2020-09-26 13:30:00,"{'w': '0.5654', 'd': '0.2632', 'l': '0.1714'}",2020,Bundesliga
14187,True,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '1', 'a': '1'}","{'h': '0.91247', 'a': '1.20453'}",2020-09-26 13:30:00,"{'w': '0.2522', 'd': '0.3247', 'l': '0.4231'}",2020,Bundesliga
14188,True,"{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'h': '1', 'a': '3'}","{'h': '1.67597', 'a': '3.10437'}",2020-09-26 16:30:00,"{'w': '0.1077', 'd': '0.1683', 'l': '0.724'}",2020,Bundesliga
14189,True,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'h': '4', 'a': '1'}","{'h': '2.52339', 'a': '1.17311'}",2020-09-27 13:30:00,"{'w': '0.7104', 'd': '0.1742', 'l': '0.1154'}",2020,Bundesliga
14190,True,"{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'h': '1', 'a': '1'}","{'h': '0.92465', 'a': '0.413442'}",2020-09-27 16:00:00,"{'w': '0.4736', 'd': '0.3727', 'l': '0.1537'}",2020,Bundesliga
15158,True,"{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'h': '4', 'a': '0'}","{'h': '2.07145', 'a': '0.189144'}",2020-10-02 18:30:00,"{'w': '0.8709', 'd': '0.111', 'l': '0.0181'}",2020,Bundesliga
15159,True,"{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'h': '1', 'a': '3'}","{'h': '0.244959', 'a': '2.0629'}",2020-10-03 13:30:00,"{'w': '0.0198', 'd': '0.1033', 'l': '0.8769'}",2020,Bundesliga
15160,True,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '262', 'title': 'Arminia Bielefeld', 'short_title': 'ARM'}","{'h': '1', 'a': '0'}","{'h': '0.346071', 'a': '1.02247'}",2020-10-03 13:30:00,"{'w': '0.1066', 'd': '0.3256', 'l': '0.5678'}",2020,Bundesliga
