team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Roma,95,2016,Serie_A,,,,,,,,,,,,,
Lazio,96,2016,Serie_A,,,,,,,,,,,,,
Bologna,97,2016,Serie_A,,,,,,,,,,,,,
Juventus,98,2016,Serie_A,,,,,,,,,,,,,
Udinese,99,2016,Serie_A,,,,,,,,,,,,,
Palermo,100,2016,Serie_A,,,,,,,,,,,,,
Genoa,101,2016,Serie_A,,,,,,,,,,,,,
Sampdoria,102,2016,Serie_A,,,,,,,,,,,,,
Sassuolo,104,2016,Serie_A,,,,,,,,,,,,,
Napoli,105,2016,Serie_A,,,,,,,,,,,,,
Inter,106,2016,Serie_A,,,,,,,,,,,,,
Atalanta,107,2016,Serie_A,,,,,,,,,,,,,
Empoli,108,2016,Serie_A,,,,,,,,,,,,,
Chievo,109,2016,Serie_A,,,,,,,,,,,,,
Fiorentina,110,2016,Serie_A,,,,,,,,,,,,,
AC Milan,111,2016,Serie_A,,,,,,,,,,,,,
Torino,113,2016,Serie_A,,,,,,,,,,,,,
Pescara,114,2016,Serie_A,,,,,,,,,,,,,
Crotone,115,2016,Serie_A,,,,,,,,,,,,,
Cagliari,116,2016,Serie_A,,,,,,,,,,,,,
