team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Roma,95,2016,Serie_A,h,5.74878,0.517156,4.22618,0.517156,"{'att': 92, 'def': 17}","{'att': 357, 'def': 14}",13,6,4,0,2.9943999999999997,w,2016-08-20 20:00:00,1,0,0,3,3.7090240000000003
Roma,95,2016,Serie_A,a,2.92514,1.76368,2.16384,1.76368,"{'att': 240, 'def': 15}","{'att': 247, 'def': 35}",10,9,2,2,2.149,d,2016-08-28 22:45:00,0,1,0,1,0.40016000000000007
Roma,95,2016,Serie_A,h,3.61418,1.23572,2.85288,1.23572,"{'att': 200, 'def': 34}","{'att': 313, 'def': 39}",7,3,3,2,2.6778999999999997,w,2016-09-11 17:00:00,1,0,0,3,1.61716
Roma,95,2016,Serie_A,a,1.02389,0.737697,1.02389,0.737697,"{'att': 248, 'def': 32}","{'att': 336, 'def': 23}",11,3,0,1,1.5763,l,2016-09-18 22:45:00,0,0,1,0,0.2861929999999999
Roma,95,2016,Serie_A,h,2.21659,1.20964,2.21659,0.448467,"{'att': 129, 'def': 27}","{'att': 474, 'def': 16}",6,4,4,0,2.0951,w,2016-09-21 22:45:00,1,0,0,3,1.7681230000000001
Roma,95,2016,Serie_A,a,2.97512,2.48231,2.21382,1.72101,"{'att': 121, 'def': 32}","{'att': 303, 'def': 26}",17,9,1,3,1.6825999999999999,l,2016-09-25 14:30:00,0,0,1,0,0.4928100000000002
Roma,95,2016,Serie_A,h,2.39527,1.17527,2.39527,1.17527,"{'att': 295, 'def': 18}","{'att': 168, 'def': 21}",3,7,2,1,2.2085,w,2016-10-02 22:45:00,1,0,0,3,1.22
Roma,95,2016,Serie_A,a,1.81758,1.65517,1.81758,1.65517,"{'att': 290, 'def': 18}","{'att': 288, 'def': 20}",1,11,3,1,1.496,w,2016-10-15 17:00:00,1,0,0,3,0.16240999999999994
Roma,95,2016,Serie_A,h,2.48508,0.435093,2.48508,0.435093,"{'att': 225, 'def': 40}","{'att': 369, 'def': 19}",10,2,4,1,2.7134,w,2016-10-23 22:45:00,1,0,0,3,2.049987
Roma,95,2016,Serie_A,a,2.21845,1.00699,1.45715,1.00699,"{'att': 152, 'def': 20}","{'att': 292, 'def': 21}",10,5,3,1,2.2977,w,2016-10-26 22:45:00,1,0,0,3,0.4501599999999999
Roma,95,2016,Serie_A,a,1.44104,0.326558,1.44104,0.326558,"{'att': 155, 'def': 30}","{'att': 294, 'def': 28}",15,4,0,0,2.2782,d,2016-10-30 18:00:00,0,1,0,1,1.1144820000000002
Roma,95,2016,Serie_A,h,3.45114,0.78738,3.45114,0.78738,"{'att': 224, 'def': 33}","{'att': 301, 'def': 17}",17,6,3,0,2.7811999999999997,w,2016-11-06 23:45:00,1,0,0,3,2.66376
Roma,95,2016,Serie_A,a,1.54094,1.6764,0.77964,0.915097,"{'att': 193, 'def': 28}","{'att': 245, 'def': 37}",7,12,1,2,1.2532,l,2016-11-20 18:00:00,0,0,1,0,-0.13545700000000005
