id,isResult,h,a,goals,xG,datetime,forecast,season,league
931,True,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '4', 'a': '0'}","{'h': '5.74878', 'a': '0.517156'}",2016-08-20 20:00:00,"{'w': '0.9973', 'd': '0.0025', 'l': '0.0002'}",2016,Serie_A
932,True,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '2', 'a': '1'}","{'h': '1.5603', 'a': '0.244198'}",2016-08-20 22:45:00,"{'w': '0.754', 'd': '0.2033', 'l': '0.0427'}",2016,Serie_A
933,True,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '3', 'a': '2'}","{'h': '2.5953', 'a': '1.74508'}",2016-08-21 20:00:00,"{'w': '0.6062', 'd': '0.2051', 'l': '0.1887'}",2016,Serie_A
934,True,"{'id': '100', 'title': 'Palermo', 'short_title': 'PAL'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '0', 'a': '1'}","{'h': '0.351218', 'a': '1.67953'}",2016-08-21 22:45:00,"{'w': '0.05', 'd': '0.1812', 'l': '0.7688'}",2016,Serie_A
935,True,"{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '2', 'a': '2'}","{'h': '1.08269', 'a': '1.41716'}",2016-08-21 22:45:00,"{'w': '0.261', 'd': '0.2988', 'l': '0.4402'}",2016,Serie_A
936,True,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '3', 'a': '4'}","{'h': '1.54669', 'a': '1.80658'}",2016-08-21 22:45:00,"{'w': '0.2829', 'd': '0.2712', 'l': '0.4459'}",2016,Serie_A
937,True,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'h': '1', 'a': '0'}","{'h': '1.73535', 'a': '0.38438'}",2016-08-21 22:45:00,"{'w': '0.7436', 'd': '0.1942', 'l': '0.0622'}",2016,Serie_A
938,True,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '2', 'a': '0'}","{'h': '0.778083', 'a': '1.01715'}",2016-08-21 22:45:00,"{'w': '0.2581', 'd': '0.3366', 'l': '0.4053'}",2016,Serie_A
939,True,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '0', 'a': '1'}","{'h': '0.934821', 'a': '1.04646'}",2016-08-21 22:45:00,"{'w': '0.3074', 'd': '0.3325', 'l': '0.3601'}",2016,Serie_A
940,True,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '3', 'a': '1'}","{'h': '1.52666', 'a': '0.912546'}",2016-08-21 22:45:00,"{'w': '0.5158', 'd': '0.2761', 'l': '0.2081'}",2016,Serie_A
941,True,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '1'}","{'h': '0.16672', 'a': '0.614088'}",2016-08-27 20:00:00,"{'w': '0.0878', 'd': '0.4965', 'l': '0.4157'}",2016,Serie_A
942,True,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '4', 'a': '2'}","{'h': '2.78103', 'a': '0.804413'}",2016-08-27 22:45:00,"{'w': '0.8796', 'd': '0.0929', 'l': '0.0275'}",2016,Serie_A
943,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '100', 'title': 'Palermo', 'short_title': 'PAL'}","{'h': '1', 'a': '1'}","{'h': '1.94441', 'a': '0.544244'}",2016-08-28 20:00:00,"{'w': '0.7401', 'd': '0.1886', 'l': '0.0713'}",2016,Serie_A
944,True,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '2', 'a': '1'}","{'h': '0.933904', 'a': '0.314303'}",2016-08-28 22:45:00,"{'w': '0.6014', 'd': '0.3189', 'l': '0.0797'}",2016,Serie_A
945,True,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'h': '2', 'a': '1'}","{'h': '0.54343', 'a': '1.45854'}",2016-08-28 22:45:00,"{'w': '0.0793', 'd': '0.2373', 'l': '0.6834'}",2016,Serie_A
946,True,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '5', 'a': '1'}","{'h': '4.22894', 'a': '0.532401'}",2016-08-28 22:45:00,"{'w': '0.9775', 'd': '0.0184', 'l': '0.0041'}",2016,Serie_A
947,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '2', 'a': '0'}","{'h': '0.912097', 'a': '1.18302'}",2016-08-28 22:45:00,"{'w': '0.2623', 'd': '0.3153', 'l': '0.4224'}",2016,Serie_A
