group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,16,0,6,569,0.9853297546505928,0,0.7114442009478807,6,2025,Manchester City,1,0,0,0.9853297546505928,3.8360913544893265,3.3258829787373543,579,Nathan Aké
season,Sub,10,0,3,684,0.24186671525239944,0,0.016024935990571976,1,2024,Manchester City,0,0,0,0.24186671525239944,3.5274377912282944,3.38953398168087,579,Nathan Aké
season,DC,29,2,20,2046,2.1801057858392596,2,1.736834991723299,10,2023,Manchester City,0,0,2,2.1801057858392596,13.195554159581661,12.08234017342329,579,Nathan Aké
season,DC,26,1,9,1874,1.3441827092319727,0,1.09055732563138,9,2022,Manchester City,2,0,1,1.3441827092319727,13.650609649717808,13.542976595461369,579,Nathan Aké
season,DC,14,2,5,920,1.3034928366541862,0,0.6172760128974915,2,2021,Manchester City,0,0,2,1.3034928366541862,4.634195636957884,4.634195636957884,579,Nathan Aké
season,DC,10,1,3,802,0.5053185075521469,0,0.017229299992322922,1,2020,Manchester City,4,0,1,0.5053185075521469,4.211260549724102,4.194031249731779,579,Nathan Aké
season,DC,29,2,25,2503,3.051248326897621,2,1.9629198797047138,7,2019,Bournemouth,2,0,2,3.051248326897621,3.5454949606209993,2.957150461152196,579,Nathan Aké
season,DC,38,4,25,3414,4.548659314401448,0,1.3218229915946722,7,2018,Bournemouth,3,0,4,4.548659314401448,8.874464581720531,7.6662144754081964,579,Nathan Aké
season,DC,38,2,18,3353,2.2271396135911345,3,1.868868112564087,9,2017,Bournemouth,5,0,2,2.2271396135911345,4.000493900850415,3.1078670881688595,579,Nathan Aké
season,Sub,10,3,6,730,2.171996384859085,0,0.4931897893548012,3,2016,Bournemouth,0,0,3,2.171996384859085,4.164601620286703,2.6262971721589565,579,Nathan Aké
season,DC,2,0,1,96,0.01836100034415722,1,0.5130919814109802,1,2016,Chelsea,1,0,0,0.01836100034415722,0.27331000566482544,0.25494900345802307,579,Nathan Aké
season,DL,24,1,16,1868,1.6093680169433355,0,0.7008997928351164,9,2015,Watford,4,1,1,1.6093680169433355,2.832576386630535,2.378372272476554,579,Nathan Aké
season,Sub,1,0,0,14,0,0,0,0,2014,Chelsea,0,0,0,0,0.07231400161981583,0.07231400161981583,579,Nathan Aké
