goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,player_id,player_name
0,0,0,5,Sub,Crystal Palace,Swansea,1,0,2015-05-24,4432,2014,25561,0,0,0,0,0,0,0,1035,Kenji Gorré
